Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Germany,Oelde,44,Good,0,Good,33,Good,1,Good,44,Good
Nigeria,Abeokuta,162,Unhealthy,9,Good,11,Good,9,Good,162,Unhealthy
Brazil,Acopiara,35,Good,1,Good,12,Good,2,Good,35,Good
India,Adoni,85,Moderate,0,Good,29,Good,0,Good,85,Moderate
Russian Federation,Afipskiy,49,Good,1,Good,28,Good,8,Good,49,Good
Portugal,Alhos Vedros,43,Good,1,Good,37,Good,2,Good,43,Good
Myanmar,Allanmyo,37,Good,0,Good,25,Good,0,Good,37,Good
India,Allapalli,150,Unhealthy,1,Good,39,Good,0,Good,150,Unhealthy
,Alta,29,Good,1,Good,29,Good,0,Good,9,Good
Brazil,Alvorada,41,Good,1,Good,6,Good,1,Good,41,Good
Mexico,Anahuac,43,Good,0,Good,30,Good,0,Good,43,Good
India,Anandpur Sahib,154,Unhealthy,2,Good,154,Unhealthy,2,Good,100,Unhealthy for Sensitive Groups
France,Andresy,33,Good,1,Good,27,Good,2,Good,33,Good
Belgium,Anzegem,38,Good,0,Good,27,Good,3,Good,38,Good
Russian Federation,Apsheronsk,45,Good,1,Good,45,Good,1,Good,31,Good
Brazil,Araquari,75,Moderate,3,Good,1,Good,8,Good,75,Moderate
Japan,Asahikawa,31,Good,0,Good,31,Good,0,Good,8,Good
Ethiopia,Awassa,59,Moderate,1,Good,18,Good,0,Good,59,Moderate
Germany,Bad Harzburg,36,Good,0,Good,30,Good,1,Good,36,Good
India,Bagar,500,Hazardous,1,Good,34,Good,0,Good,476,Hazardous
France,Bagnolet,34,Good,1,Good,26,Good,3,Good,34,Good
Tunisia,Bajah,47,Good,1,Good,47,Good,2,Good,34,Good
Brazil,Bandeirantes,24,Good,1,Good,13,Good,0,Good,24,Good
United States of America,Banning,47,Good,1,Good,31,Good,6,Good,47,Good
Spain,Baranain,36,Good,0,Good,36,Good,0,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,Barry,51,Moderate,1,Good,16,Good,5,Good,51,Moderate
Ukraine,Barvinkove,39,Good,1,Good,36,Good,1,Good,39,Good
Russian Federation,Blagoveshchensk,40,Good,1,Good,26,Good,3,Good,40,Good
Brazil,Blumenau,40,Good,1,Good,6,Good,4,Good,40,Good
Ethiopia,Boditi,84,Moderate,2,Good,19,Good,0,Good,84,Moderate
Russian Federation,Bologoye,27,Good,0,Good,27,Good,0,Good,22,Good
Indonesia,Bondowoso,47,Good,1,Good,29,Good,0,Good,47,Good
United States of America,Bourbonnais,54,Moderate,1,Good,23,Good,10,Good,54,Moderate
Italy,Busto Garolfo,69,Moderate,1,Good,36,Good,4,Good,69,Moderate
United States of America,Calabasas,78,Moderate,3,Good,18,Good,24,Good,78,Moderate
South Africa,Cape Town,149,Unhealthy for Sensitive Groups,2,Good,15,Good,4,Good,149,Unhealthy for Sensitive Groups
Romania,Caransebes,71,Moderate,1,Good,30,Good,2,Good,71,Moderate
Italy,Castellana Grotte,58,Moderate,1,Good,44,Good,2,Good,58,Moderate
Brazil,Castro Alves,23,Good,0,Good,13,Good,1,Good,23,Good
Turkey,Cay,32,Good,1,Good,25,Good,2,Good,32,Good
Turkey,Cermik,70,Moderate,1,Good,41,Good,0,Good,70,Moderate
France,Chambery,52,Moderate,1,Good,21,Good,3,Good,52,Moderate
India,Chandauli,245,Very Unhealthy,1,Good,67,Moderate,1,Good,245,Very Unhealthy
Republic of North Macedonia,Berovo,49,Good,1,Good,42,Good,0,Good,49,Good
Spain,Betanzos,30,Good,0,Good,28,Good,1,Good,30,Good
Ghana,Bibiani,78,Moderate,2,Good,9,Good,1,Good,78,Moderate
Chad,Biltine,74,Moderate,1,Good,25,Good,0,Good,74,Moderate
India,Chatsu,185,Unhealthy,1,Good,41,Good,0,Good,185,Unhealthy
Panama,Chepo,74,Moderate,2,Good,16,Good,8,Good,74,Moderate
Ukraine,Chuhuyiv,56,Moderate,1,Good,30,Good,2,Good,56,Moderate
Venezuela (Bolivarian Republic of),Ciudad Guayana,81,Moderate,1,Good,14,Good,0,Good,81,Moderate
Venezuela (Bolivarian Republic of),Ciudad Ojeda,77,Moderate,2,Good,12,Good,6,Good,77,Moderate
Belgium,Blankenberge,33,Good,0,Good,33,Good,1,Good,32,Good
Brazil,Boituva,86,Moderate,2,Good,11,Good,4,Good,86,Moderate
China,Bose,55,Moderate,2,Good,41,Good,0,Good,55,Moderate
Germany,Bovenden,34,Good,0,Good,27,Good,2,Good,34,Good
France,Bretigny Sur Orge,35,Good,1,Good,27,Good,3,Good,35,Good
Peru,Colan,34,Good,0,Good,23,Good,0,Good,34,Good
Mexico,Colima,38,Good,1,Good,8,Good,3,Good,38,Good
United States of America,Corcoran,71,Moderate,3,Good,15,Good,12,Good,71,Moderate
United Kingdom of Great Britain and Northern Ireland,Cumbernauld,27,Good,1,Good,22,Good,6,Good,27,Good
Poland,Kartuzy,45,Good,1,Good,37,Good,1,Good,45,Good
Japan,Kasama,56,Moderate,1,Good,56,Moderate,1,Good,50,Good
Sri Lanka,Katunayaka,72,Moderate,0,Good,24,Good,0,Good,72,Moderate
India,Gonda,113,Unhealthy for Sensitive Groups,3,Good,90,Moderate,1,Good,113,Unhealthy for Sensitive Groups
Papua New Guinea,Goroka,14,Good,0,Good,6,Good,0,Good,14,Good
Germany,Grobenzell,66,Moderate,1,Good,38,Good,3,Good,66,Moderate
Mexico,Guadalupe Victoria,50,Good,1,Good,32,Good,0,Good,50,Good
India,Guna,187,Unhealthy,1,Good,45,Good,0,Good,187,Unhealthy
Japan,Haebaru,32,Good,0,Good,32,Good,1,Good,29,Good
,Half Moon Bay,52,Moderate,1,Good,33,Good,5,Good,52,Moderate
United States of America,Haltom City,54,Moderate,1,Good,27,Good,5,Good,54,Moderate
United States of America,Hannibal,49,Good,2,Good,31,Good,5,Good,49,Good
,Hendaye,53,Moderate,2,Good,25,Good,3,Good,53,Moderate
Germany,Heusenstamm,61,Moderate,1,Good,34,Good,5,Good,61,Moderate
Slovakia,Hlohovec,76,Moderate,1,Good,41,Good,1,Good,76,Moderate
Germany,Hochst,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
Austria,Hohenems,52,Moderate,1,Good,31,Good,2,Good,52,Moderate
United States of America,Holt,72,Moderate,2,Good,21,Good,10,Good,72,Moderate
China,Honggang,54,Moderate,2,Good,49,Good,0,Good,54,Moderate
China,Hsichih,50,Good,1,Good,31,Good,3,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,Huntingdon,37,Good,1,Good,37,Good,3,Good,17,Good
Romania,Iasi,44,Good,1,Good,42,Good,0,Good,44,Good
Brazil,Iguatu,31,Good,0,Good,10,Good,2,Good,31,Good
Japan,Owase,32,Good,1,Good,32,Good,0,Good,15,Good
France,Oyonnax,62,Moderate,1,Good,30,Good,1,Good,62,Moderate
Philippines,Pacol,34,Good,1,Good,18,Good,0,Good,34,Good
United States of America,Palatka,62,Moderate,1,Good,14,Good,12,Good,62,Moderate
India,Parvatsar,223,Very Unhealthy,1,Good,36,Good,0,Good,223,Very Unhealthy
China,Pate,109,Unhealthy for Sensitive Groups,1,Good,99,Moderate,3,Good,109,Unhealthy for Sensitive Groups
India,Perumpavur,79,Moderate,1,Good,24,Good,1,Good,79,Moderate
Germany,Philippsburg,72,Moderate,1,Good,36,Good,2,Good,72,Moderate
Mexico,Paracho,57,Moderate,1,Good,11,Good,4,Good,57,Moderate
India,Pardi,110,Unhealthy for Sensitive Groups,1,Good,24,Good,0,Good,110,Unhealthy for Sensitive Groups
Brazil,Pariquera Acu,36,Good,1,Good,4,Good,2,Good,36,Good
Bolivia (Plurinational State of),San Borja,27,Good,1,Good,5,Good,0,Good,27,Good
United States of America,San Luis Obispo,54,Moderate,1,Good,23,Good,5,Good,54,Moderate
Philippines,San Marcelino,47,Good,1,Good,28,Good,0,Good,47,Good
China,Sanchung,61,Moderate,1,Good,36,Good,3,Good,61,Moderate
Germany,Sangerhausen,59,Moderate,1,Good,33,Good,3,Good,59,Moderate
Italy,Santo Stino Di Livenza,77,Moderate,1,Good,33,Good,3,Good,77,Moderate
Brazil,Sao Gotardo,35,Good,1,Good,6,Good,1,Good,35,Good
United States of America,Framingham,45,Good,1,Good,30,Good,7,Good,45,Good
Brazil,Frederico Westphalen,43,Good,1,Good,3,Good,4,Good,43,Good
Canada,Fredericton,35,Good,1,Good,35,Good,1,Good,27,Good
Germany,Fulda,62,Moderate,1,Good,38,Good,4,Good,62,Moderate
Colombia,Fundacion,62,Moderate,2,Good,6,Good,3,Good,62,Moderate
Ireland,Galway,52,Moderate,1,Good,30,Good,1,Good,52,Moderate
India,Gangakher,133,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,133,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Garmsar,140,Unhealthy for Sensitive Groups,2,Good,140,Unhealthy for Sensitive Groups,1,Good,85,Moderate
Cameroon,Garoua Boulai,31,Good,1,Good,16,Good,0,Good,31,Good
Libya,Gat,169,Unhealthy,1,Good,24,Good,0,Good,169,Unhealthy
Uzbekistan,Gazli,173,Unhealthy,1,Good,46,Good,0,Good,173,Unhealthy
Belgium,Gent,63,Moderate,1,Good,34,Good,5,Good,63,Moderate
India,Ghoti,119,Unhealthy for Sensitive Groups,1,Good,31,Good,1,Good,119,Unhealthy for Sensitive Groups
Tajikistan,Khujand,126,Unhealthy for Sensitive Groups,1,Good,76,Moderate,0,Good,126,Unhealthy for Sensitive Groups
Russian Federation,Kirzhach,60,Moderate,1,Good,22,Good,8,Good,60,Moderate
Indonesia,Kisaran,71,Moderate,2,Good,36,Good,0,Good,71,Moderate
Switzerland,Kloten,54,Moderate,1,Good,35,Good,1,Good,54,Moderate
Pakistan,Kohlu,150,Unhealthy,1,Good,46,Good,0,Good,150,Unhealthy
Russian Federation,Korkino,34,Good,1,Good,34,Good,0,Good,19,Good
Russian Federation,Solnechnyy,30,Good,0,Good,30,Good,0,Good,7,Good
United States of America,South Orange,66,Moderate,2,Good,22,Good,16,Good,66,Moderate
United States of America,Stevens Point,41,Good,1,Good,25,Good,3,Good,41,Good
Slovakia,Stropkov,74,Moderate,1,Good,42,Good,0,Good,74,Moderate
Ecuador,Pujili,49,Good,1,Good,1,Good,2,Good,49,Good
India,Puliyur,76,Moderate,1,Good,34,Good,1,Good,76,Moderate
India,Ramkola,172,Unhealthy,4,Good,134,Unhealthy for Sensitive Groups,1,Good,172,Unhealthy
Germany,Rheinberg,27,Good,0,Good,27,Good,2,Good,25,Good
Italy,Riese,77,Moderate,2,Good,20,Good,9,Good,77,Moderate
India,Ringas,229,Very Unhealthy,1,Good,39,Good,0,Good,229,Very Unhealthy
Cuba,Rio Cauto,63,Moderate,1,Good,21,Good,3,Good,63,Moderate
Canada,Riviere Du Loup,67,Moderate,1,Good,26,Good,1,Good,67,Moderate
United States of America,Roseburg,29,Good,1,Good,25,Good,3,Good,29,Good
Netherlands,Rucphen,32,Good,0,Good,32,Good,2,Good,28,Good
Guatemala,San Agustin Acasaguastlan,61,Moderate,2,Good,14,Good,4,Good,61,Moderate
Italy,San Felice Sul Panaro,61,Moderate,2,Good,26,Good,9,Good,61,Moderate
Philippines,San Mariano,42,Good,1,Good,34,Good,0,Good,42,Good
Austria,Sankt Polten,56,Moderate,1,Good,32,Good,2,Good,56,Moderate
Brazil,Sao Luiz Gonzaga,21,Good,0,Good,21,Good,0,Good,14,Good
Ethiopia,Awash,78,Moderate,1,Good,28,Good,0,Good,78,Moderate
India,Badarpur,81,Moderate,2,Good,37,Good,1,Good,81,Moderate
Ethiopia,Bahir Dar,63,Moderate,1,Good,23,Good,0,Good,63,Moderate
India,Ballia,377,Hazardous,2,Good,90,Moderate,1,Good,300,Hazardous
Ghana,Bawku,63,Moderate,1,Good,18,Good,0,Good,63,Moderate
Poland,Bedzin,50,Good,1,Good,27,Good,3,Good,50,Good
Brazil,Belo Oriente,63,Moderate,2,Good,0,Good,5,Good,63,Moderate
Spain,Benalmadena,31,Good,1,Good,30,Good,5,Good,31,Good
Ghana,Berekum,65,Moderate,1,Good,19,Good,0,Good,65,Moderate
India,Bhachau,170,Unhealthy,0,Good,31,Good,0,Good,170,Unhealthy
Bangladesh,Bhola,165,Unhealthy,1,Good,44,Good,1,Good,165,Unhealthy
Algeria,Birin,39,Good,1,Good,39,Good,3,Good,36,Good
Iran (Islamic Republic of),Birjand,138,Unhealthy for Sensitive Groups,0,Good,43,Good,0,Good,138,Unhealthy for Sensitive Groups
Cameroon,Abong Mbang,56,Moderate,2,Good,19,Good,0,Good,56,Moderate
Brazil,Aguas Vermelhas,19,Good,0,Good,7,Good,1,Good,19,Good
India,Ahmadabad,158,Unhealthy,1,Good,40,Good,0,Good,158,Unhealthy
United States of America,Aiken,72,Moderate,1,Good,20,Good,4,Good,72,Moderate
Brazil,Aimores,49,Good,1,Good,2,Good,3,Good,49,Good
India,Alangudi,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
Spain,Alcaudete,30,Good,1,Good,30,Good,2,Good,25,Good
India,Alirajpur,154,Unhealthy,0,Good,35,Good,0,Good,154,Unhealthy
Japan,Ami,40,Good,1,Good,40,Good,2,Good,37,Good
India,Ammapettai,63,Moderate,1,Good,36,Good,0,Good,63,Moderate
Brazil,Andradas,53,Moderate,1,Good,7,Good,4,Good,53,Moderate
India,Arambagh,170,Unhealthy,2,Good,82,Moderate,2,Good,170,Unhealthy
India,Araria,208,Very Unhealthy,2,Good,98,Moderate,1,Good,208,Very Unhealthy
Spain,Archena,31,Good,1,Good,31,Good,1,Good,29,Good
Spain,Arcos De La Frontera,31,Good,1,Good,31,Good,4,Good,30,Good
Colombia,Arjona,107,Unhealthy for Sensitive Groups,2,Good,18,Good,7,Good,107,Unhealthy for Sensitive Groups
Switzerland,Solothurn,36,Good,1,Good,23,Good,2,Good,36,Good
United States of America,Somers,51,Moderate,1,Good,31,Good,5,Good,51,Moderate
Italy,Stezzano,54,Moderate,1,Good,32,Good,4,Good,54,Moderate
Republic of North Macedonia,Studenicani,62,Moderate,1,Good,41,Good,1,Good,62,Moderate
Russian Federation,Pargolovo,31,Good,1,Good,31,Good,2,Good,23,Good
Slovakia,Partizanske,59,Moderate,1,Good,23,Good,4,Good,59,Moderate
United States of America,Passaic,63,Moderate,1,Good,24,Good,12,Good,63,Moderate
Brazil,Patrocinio,38,Good,1,Good,3,Good,3,Good,38,Good
United States of America,Pembroke,45,Good,1,Good,35,Good,5,Good,45,Good
Russian Federation,Pereslavl Zalesskiy,28,Good,1,Good,28,Good,0,Good,18,Good
Russian Federation,Pervomaysk,38,Good,1,Good,33,Good,0,Good,38,Good
Russian Federation,Petukhovo,35,Good,1,Good,35,Good,0,Good,35,Good
Germany,Pfarrkirchen,54,Moderate,1,Good,29,Good,3,Good,54,Moderate
United States of America,Pine Hill,51,Moderate,1,Good,31,Good,6,Good,51,Moderate
United States of America,Piqua,74,Moderate,1,Good,42,Good,4,Good,74,Moderate
Brazil,Pirenopolis,55,Moderate,1,Good,5,Good,5,Good,55,Moderate
United States of America,Port Charlotte,46,Good,1,Good,18,Good,10,Good,46,Good
Brazil,Porto Feliz,85,Moderate,2,Good,9,Good,6,Good,85,Moderate
Iran (Islamic Republic of),Sari,73,Moderate,1,Good,40,Good,2,Good,73,Moderate
United States of America,Seabrook,30,Good,0,Good,24,Good,3,Good,30,Good
United States of America,Sedona,30,Good,1,Good,25,Good,2,Good,30,Good
Brazil,Serra Negra,94,Moderate,3,Good,3,Good,8,Good,94,Moderate
France,Sevran,30,Good,1,Good,28,Good,2,Good,30,Good
Spain,Silla,35,Good,1,Good,28,Good,2,Good,35,Good
United States of America,Smithfield,47,Good,1,Good,33,Good,5,Good,47,Good
France,Soissons,31,Good,1,Good,25,Good,2,Good,31,Good
Germany,Osnabruck,30,Good,0,Good,30,Good,1,Good,25,Good
Poland,Oswiecim,92,Moderate,3,Good,21,Good,7,Good,92,Moderate
Indonesia,Padalarang,103,Unhealthy for Sensitive Groups,2,Good,81,Moderate,1,Good,103,Unhealthy for Sensitive Groups
United States of America,Painesville,38,Good,1,Good,38,Good,4,Good,35,Good
United States of America,Bayshore Gardens,54,Moderate,1,Good,24,Good,13,Good,54,Moderate
Italy,Sulmona,43,Good,1,Good,43,Good,1,Good,30,Good
Ukraine,Sumy,52,Moderate,1,Good,31,Good,1,Good,52,Moderate
France,Bischwiller,34,Good,1,Good,34,Good,1,Good,28,Good
South Africa,Bloemfontein,76,Moderate,1,Good,15,Good,4,Good,76,Moderate
Chad,Bongor,57,Moderate,2,Good,14,Good,0,Good,57,Moderate
Canada,Bradford,38,Good,1,Good,38,Good,1,Good,37,Good
Congo,Brazzaville,115,Unhealthy for Sensitive Groups,5,Good,31,Good,2,Good,115,Unhealthy for Sensitive Groups
Thailand,Bua Yai,51,Moderate,0,Good,25,Good,0,Good,51,Moderate
Uzbekistan,Buka,152,Unhealthy,1,Good,46,Good,0,Good,152,Unhealthy
Philippines,Bulalacao,44,Good,1,Good,21,Good,0,Good,44,Good
United Republic of Tanzania,Bwanga,39,Good,1,Good,16,Good,0,Good,39,Good
Peru,Caraz,39,Good,1,Good,0,Good,3,Good,39,Good
Brazil,Caririacu,27,Good,0,Good,11,Good,1,Good,27,Good
Brazil,Carmo Do Paranaiba,41,Good,1,Good,0,Good,3,Good,41,Good
Venezuela (Bolivarian Republic of),Carupano,74,Moderate,1,Good,20,Good,1,Good,74,Moderate
Italy,Casandrino,46,Good,1,Good,46,Good,2,Good,18,Good
United States of America,Cedar City,30,Good,1,Good,30,Good,1,Good,29,Good
India,Chandia,154,Unhealthy,1,Good,42,Good,0,Good,154,Unhealthy
China,Changchun,100,Unhealthy for Sensitive Groups,3,Good,65,Moderate,4,Good,100,Unhealthy for Sensitive Groups
France,Chatellerault,34,Good,1,Good,27,Good,2,Good,34,Good
Ukraine,Cherkasy,50,Good,1,Good,43,Good,0,Good,50,Good
Japan,Chichibu,36,Good,1,Good,36,Good,2,Good,36,Good
Poland,Choszczno,34,Good,0,Good,34,Good,1,Good,26,Good
Pakistan,Chunian,438,Hazardous,1,Good,56,Moderate,1,Good,383,Hazardous
Indonesia,Cicalengka,101,Unhealthy for Sensitive Groups,2,Good,63,Moderate,1,Good,101,Unhealthy for Sensitive Groups
Indonesia,Ciomas,137,Unhealthy for Sensitive Groups,3,Good,121,Unhealthy for Sensitive Groups,2,Good,137,Unhealthy for Sensitive Groups
Brazil,Conceicao Do Rio Verde,52,Moderate,1,Good,7,Good,4,Good,52,Moderate
United States of America,Conneaut,37,Good,1,Good,32,Good,6,Good,37,Good
United States of America,Corning,40,Good,1,Good,40,Good,1,Good,32,Good
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate
United States of America,Crown Point,68,Moderate,2,Good,9,Good,25,Good,68,Moderate
United States of America,Cypress,109,Unhealthy for Sensitive Groups,4,Good,10,Good,29,Good,109,Unhealthy for Sensitive Groups
Russian Federation,Dagestanskiye Ogni,64,Moderate,1,Good,35,Good,0,Good,64,Moderate
United Kingdom of Great Britain and Northern Ireland,Abingdon,32,Good,1,Good,30,Good,1,Good,32,Good
Italy,Acquaviva Delle Fonti,59,Moderate,1,Good,59,Moderate,0,Good,50,Good
Russian Federation,Adygeysk,40,Good,1,Good,40,Good,3,Good,39,Good
Russian Federation,Aginskoye,111,Unhealthy for Sensitive Groups,5,Good,40,Good,0,Good,111,Unhealthy for Sensitive Groups
India,Ahraura,177,Unhealthy,4,Good,61,Moderate,8,Good,177,Unhealthy
Japan,Aki,50,Good,1,Good,43,Good,1,Good,50,Good
Spain,Alcobendas,43,Good,0,Good,43,Good,0,Good,10,Good
United States of America,Aliso Viejo,53,Moderate,2,Good,30,Good,7,Good,53,Moderate
South Africa,Allanridge,95,Moderate,2,Good,21,Good,5,Good,95,Moderate
Spain,Almonte,41,Good,1,Good,41,Good,0,Good,21,Good
Spain,Antequera,42,Good,1,Good,42,Good,0,Good,14,Good
France,Anzin,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
United States of America,Asheville,47,Good,1,Good,47,Good,0,Good,7,Good
Greece,Ayios Nikolaos,55,Moderate,1,Good,55,Moderate,0,Good,32,Good
India,Bah,176,Unhealthy,5,Good,41,Good,10,Good,176,Unhealthy
Senegal,Bakel,168,Unhealthy,1,Good,38,Good,0,Good,168,Unhealthy
India,Baloda Bazar,154,Unhealthy,2,Good,38,Good,4,Good,154,Unhealthy
Thailand,Bang Racham,80,Moderate,2,Good,17,Good,4,Good,80,Moderate
Cuba,Baracoa,81,Moderate,1,Good,40,Good,0,Good,81,Moderate
Venezuela (Bolivarian Republic of),Barinas,58,Moderate,1,Good,17,Good,0,Good,58,Moderate
India,Barnala,162,Unhealthy,4,Good,43,Good,12,Good,162,Unhealthy
Philippines,Batangas,72,Moderate,2,Good,25,Good,7,Good,72,Moderate
Russian Federation,Baymak,87,Moderate,1,Good,36,Good,0,Good,87,Moderate
United States of America,Berwyn,61,Moderate,1,Good,29,Good,6,Good,61,Moderate
Central African Republic,Bozoum,57,Moderate,1,Good,15,Good,0,Good,57,Moderate
Turkey,Bozuyuk,50,Good,1,Good,45,Good,0,Good,50,Good
United States of America,Braintree,45,Good,1,Good,41,Good,1,Good,45,Good
Germany,Brandenburg,43,Good,1,Good,43,Good,0,Good,27,Good
Russian Federation,Bredy,110,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,110,Unhealthy for Sensitive Groups
Slovakia,Brezno,63,Moderate,1,Good,45,Good,0,Good,63,Moderate
Belgium,Brussels,53,Moderate,1,Good,37,Good,2,Good,53,Moderate
India,Budaun,156,Unhealthy,4,Good,31,Good,15,Good,156,Unhealthy
Chile,Bulnes,164,Unhealthy,4,Good,7,Good,8,Good,164,Unhealthy
Turkey,Burdur,50,Good,1,Good,45,Good,0,Good,50,Good
Nepal,Butwal,146,Unhealthy for Sensitive Groups,4,Good,20,Good,5,Good,146,Unhealthy for Sensitive Groups
China,Cangzhou,123,Unhealthy for Sensitive Groups,4,Good,91,Moderate,13,Good,123,Unhealthy for Sensitive Groups
Venezuela (Bolivarian Republic of),Caracas,66,Moderate,1,Good,39,Good,2,Good,66,Moderate
Spain,Cardedeu,55,Moderate,1,Good,55,Moderate,1,Good,50,Good
Mexico,Celaya,54,Moderate,1,Good,31,Good,1,Good,54,Moderate
United States of America,Centreville,49,Good,1,Good,49,Good,0,Good,36,Good
Thailand,Chai Nat,62,Moderate,1,Good,16,Good,2,Good,62,Moderate
Russian Federation,Chapaevsk,42,Good,1,Good,42,Good,1,Good,22,Good
Venezuela (Bolivarian Republic of),Charallave,48,Good,1,Good,29,Good,0,Good,48,Good
United Kingdom of Great Britain and Northern Ireland,Chichester,37,Good,1,Good,24,Good,4,Good,37,Good
Venezuela (Bolivarian Republic of),Ciudad Bolivar,27,Good,1,Good,19,Good,0,Good,27,Good
,Cleethorpes,46,Good,1,Good,37,Good,1,Good,46,Good
United States of America,Cleveland,55,Moderate,1,Good,37,Good,3,Good,55,Moderate
India,Abohar,162,Unhealthy,2,Good,125,Unhealthy for Sensitive Groups,0,Good,162,Unhealthy
Spain,Adeje,41,Good,0,Good,41,Good,0,Good,12,Good
United States of America,Affton,52,Moderate,1,Good,41,Good,4,Good,52,Moderate
Iran (Islamic Republic of),Ahvaz,147,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,1,Good,147,Unhealthy for Sensitive Groups
Russian Federation,Ak Dovurak,39,Good,1,Good,39,Good,0,Good,30,Good
Costa Rica,Alajuela,60,Moderate,2,Good,1,Good,13,Good,60,Moderate
India,Aliganj,187,Unhealthy,3,Good,164,Unhealthy,2,Good,187,Unhealthy
India,Khargone,153,Unhealthy,2,Good,31,Good,3,Good,153,Unhealthy
Pakistan,Khipro,161,Unhealthy,1,Good,30,Good,2,Good,161,Unhealthy
India,Khirkiya,192,Unhealthy,1,Good,37,Good,2,Good,192,Unhealthy
Ireland,Kilkenny,53,Moderate,1,Good,40,Good,0,Good,53,Moderate
Russian Federation,Kireyevsk,39,Good,1,Good,39,Good,0,Good,22,Good
United States of America,Kirkland,56,Moderate,1,Good,24,Good,9,Good,56,Moderate
Austria,Klagenfurt,61,Moderate,1,Good,43,Good,0,Good,61,Moderate
Burkina Faso,Kongoussi,80,Moderate,1,Good,37,Good,0,Good,80,Moderate
Nigeria,Kontagora,69,Moderate,2,Good,38,Good,0,Good,69,Moderate
Ukraine,Kostyantynivka,49,Good,1,Good,37,Good,4,Good,49,Good
,Kota Kinabalu,47,Good,2,Good,14,Good,3,Good,47,Good
Pakistan,Kotli Loharan,169,Unhealthy,5,Good,31,Good,12,Good,169,Unhealthy
Russian Federation,Krasnyy Sulin,46,Good,1,Good,46,Good,0,Good,25,Good
Germany,Krefeld,52,Moderate,1,Good,40,Good,1,Good,52,Moderate
Japan,Kuki,82,Moderate,1,Good,25,Good,18,Good,82,Moderate
India,Kurduvadi,157,Unhealthy,2,Good,29,Good,4,Good,157,Unhealthy
Uzbekistan,Kuybyshevo,136,Unhealthy for Sensitive Groups,1,Good,35,Good,8,Good,136,Unhealthy for Sensitive Groups
Chad,Kyabe,60,Moderate,1,Good,11,Good,0,Good,60,Moderate
Myanmar,Kyaikto,22,Good,1,Good,22,Good,0,Good,22,Good
France,Landerneau,37,Good,1,Good,37,Good,2,Good,37,Good
Germany,Lauffen,65,Moderate,1,Good,57,Moderate,0,Good,65,Moderate
United States of America,Layton,48,Good,1,Good,35,Good,3,Good,48,Good
France,Le Raincy,69,Moderate,1,Good,45,Good,1,Good,69,Moderate
Netherlands,Leiden,38,Good,1,Good,38,Good,1,Good,32,Good
United Kingdom of Great Britain and Northern Ireland,Lichfield,35,Good,1,Good,31,Good,1,Good,35,Good
Czechia,Litomysl,71,Moderate,1,Good,41,Good,0,Good,71,Moderate
United States of America,Little Rock,68,Moderate,2,Good,42,Good,5,Good,68,Moderate
Germany,Loxstedt,39,Good,0,Good,39,Good,0,Good,27,Good
Germany,Lubben,45,Good,1,Good,45,Good,0,Good,31,Good
Italy,Lucera,59,Moderate,1,Good,59,Moderate,0,Good,53,Moderate
Italy,Mariano Comense,97,Moderate,1,Good,58,Moderate,0,Good,97,Moderate
United Republic of Tanzania,Masoko,27,Good,0,Good,19,Good,0,Good,27,Good
United Republic of Tanzania,Mbeya,21,Good,0,Good,21,Good,0,Good,16,Good
Germany,Meinerzhagen,54,Moderate,1,Good,45,Good,0,Good,54,Moderate
Philippines,Mendez,81,Moderate,2,Good,23,Good,6,Good,81,Moderate
Japan,Misato,79,Moderate,1,Good,26,Good,18,Good,79,Moderate
Italy,Misilmeri,59,Moderate,1,Good,51,Moderate,0,Good,59,Moderate
United Republic of Tanzania,Mlimba,21,Good,0,Good,19,Good,0,Good,21,Good
India,Modasa,153,Unhealthy,2,Good,29,Good,5,Good,153,Unhealthy
Italy,Montefiascone,78,Moderate,1,Good,78,Moderate,0,Good,30,Good
Italy,Montelupo Fiorentino,76,Moderate,1,Good,76,Moderate,0,Good,41,Good
Hungary,Mosonmagyarovar,69,Moderate,1,Good,69,Moderate,0,Good,61,Moderate
India,Mudkhed,174,Unhealthy,1,Good,45,Good,1,Good,174,Unhealthy
Turkey,Mus,61,Moderate,1,Good,41,Good,0,Good,61,Moderate
Brazil,Mutum,27,Good,0,Good,21,Good,0,Good,27,Good
Mexico,Nacozari,65,Moderate,1,Good,28,Good,0,Good,65,Moderate
Morocco,Nador,43,Good,1,Good,43,Good,0,Good,36,Good
India,Nagod,165,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,2,Good,165,Unhealthy
