Sex,Age group,Year,State,Number of death
Male,85 +,2014,Selangor,782
Male,85 +,2014,Terengganu,243
Male,85 +,2014,W.P. Kuala Lumpur,339
Male,85 +,2014,W.P. Labuan,10
Male,85 +,2014,W.P. Putrajaya,3
Female,Under 1 year,2014,Johor,155
Female,Under 1 year,2014,Kedah,93
Female,Under 1 year,2014,Kelantan,141
Female,Under 1 year,2014,Melaka,33
Female,Under 1 year,2014,Negeri Sembilan,55
Female,Under 1 year,2014,Pulau Pinang,63
Female,Under 1 year,2014,Pahang,84
Female,Under 1 year,2014,Perak,93
Female,Under 1 year,2014,Perlis,8
Female,Under 1 year,2014,Sabah,281
Female,Under 1 year,2014,Sarawak,96
Female,Under 1 year,2014,Selangor,260
Female,Under 1 year,2014,Terengganu,95
Female,Under 1 year,2014,W.P. Kuala Lumpur,75
Female,Under 1 year,2014,W.P. Labuan,5
Female,Under 1 year,2014,W.P. Putrajaya,13
Female,1-4,2014,Johor,45
Female,1-4,2014,Kedah,30
Female,1-4,2014,Kelantan,29
Female,1-4,2014,Melaka,4
Female,1-4,2014,Negeri Sembilan,11
Female,1-4,2014,Pulau Pinang,15
Female,1-4,2014,Pahang,24
Female,1-4,2014,Perak,28
Female,1-4,2014,Perlis,1
Female,1-4,2014,Sabah,86
Female,1-4,2014,Sarawak,31
Female,1-4,2014,Selangor,52
Female,1-4,2014,Terengganu,21
Female,1-4,2014,W.P. Kuala Lumpur,10
Female,1-4,2014,W.P. Labuan,0
Female,1-4,2014,W.P. Putrajaya,3
Female,5-9,2014,Johor,23
Female,5-9,2014,Kedah,24
Female,5-9,2014,Kelantan,30
Female,5-9,2014,Melaka,6
Female,5-9,2014,Negeri Sembilan,7
Female,5-9,2014,Pulau Pinang,7
Female,5-9,2014,Pahang,24
Female,5-9,2014,Perak,14
Female,5-9,2014,Perlis,2
Female,5-9,2014,Sabah,41
Female,5-9,2014,Sarawak,25
Female,5-9,2014,Selangor,39
Female,5-9,2014,Terengganu,8
Female,5-9,2014,W.P. Kuala Lumpur,10
Female,5-9,2014,W.P. Labuan,0
Female,5-9,2014,W.P. Putrajaya,0
Female,10-14,2014,Johor,29
Female,10-14,2014,Kedah,19
Female,10-14,2014,Kelantan,30
Female,10-14,2014,Melaka,5
Female,10-14,2014,Negeri Sembilan,12
Female,10-14,2014,Pulau Pinang,3
Female,10-14,2014,Pahang,20
Female,10-14,2014,Perak,28
Female,10-14,2014,Perlis,2
Female,10-14,2014,Sabah,36
Female,10-14,2014,Sarawak,25
Female,10-14,2014,Selangor,45
Female,10-14,2014,Terengganu,15
Female,10-14,2014,W.P. Kuala Lumpur,7
Female,10-14,2014,W.P. Labuan,2
Female,10-14,2014,W.P. Putrajaya,1
Female,15-19,2014,Johor,50
Female,15-19,2014,Kedah,42
Female,15-19,2014,Kelantan,41
Female,15-19,2014,Melaka,13
Female,15-19,2014,Negeri Sembilan,24
Female,15-19,2014,Pulau Pinang,23
Female,15-19,2014,Pahang,28
Female,15-19,2014,Perak,40
Female,15-19,2014,Perlis,3
Female,15-19,2014,Sabah,58
Female,15-19,2014,Sarawak,37
Female,15-19,2014,Selangor,64
Female,15-19,2014,Terengganu,14
Female,15-19,2014,W.P. Kuala Lumpur,23
Female,15-19,2014,W.P. Labuan,0
Female,15-19,2014,W.P. Putrajaya,0
Female,20-24,2014,Johor,76
Female,20-24,2014,Kedah,54
Female,20-24,2014,Kelantan,27
Female,20-24,2014,Melaka,25
Female,20-24,2014,Negeri Sembilan,30
Female,20-24,2014,Pulau Pinang,26
Female,20-24,2014,Pahang,31
Female,20-24,2014,Perak,56
Female,20-24,2014,Perlis,3
Female,20-24,2014,Sabah,73
Female,20-24,2014,Sarawak,40
Female,20-24,2014,Selangor,79
Female,20-24,2014,Terengganu,24
Female,20-24,2014,W.P. Kuala Lumpur,24
Female,20-24,2014,W.P. Labuan,1
Female,20-24,2014,W.P. Putrajaya,4
Female,25-29,2014,Johor,83
Female,25-29,2014,Kedah,50
Female,25-29,2014,Kelantan,57
Female,25-29,2014,Melaka,26
Female,25-29,2014,Negeri Sembilan,30
Female,25-29,2014,Pulau Pinang,14
Female,25-29,2014,Pahang,39
Female,25-29,2014,Perak,56
Female,25-29,2014,Perlis,6
Female,25-29,2014,Sabah,116
Female,25-29,2014,Sarawak,50
Female,25-29,2014,Selangor,110
Female,25-29,2014,Terengganu,35
Female,25-29,2014,W.P. Kuala Lumpur,25
Female,25-29,2014,W.P. Labuan,0
Female,25-29,2014,W.P. Putrajaya,0
Female,30-34,2014,Johor,107
Female,30-34,2014,Kedah,61
Female,30-34,2014,Kelantan,53
Female,30-34,2014,Melaka,26
Female,30-34,2014,Negeri Sembilan,27
Female,30-34,2014,Pulau Pinang,35
Female,30-34,2014,Pahang,46
Female,30-34,2014,Perak,79
Female,30-34,2014,Perlis,6
Female,30-34,2014,Sabah,126
Female,30-34,2014,Sarawak,66
Female,30-34,2014,Selangor,142
Female,30-34,2014,Terengganu,42
Female,30-34,2014,W.P. Kuala Lumpur,44
Female,30-34,2014,W.P. Labuan,3
Female,30-34,2014,W.P. Putrajaya,7
Female,35-39,2014,Johor,158
Female,35-39,2014,Kedah,93
Female,35-39,2014,Kelantan,68
Female,35-39,2014,Melaka,27
Female,35-39,2014,Negeri Sembilan,51
Female,35-39,2014,Pulau Pinang,47
Female,35-39,2014,Pahang,70
Female,35-39,2014,Perak,114
Female,35-39,2014,Perlis,9
Female,35-39,2014,Sabah,116
Female,35-39,2014,Sarawak,91
Female,35-39,2014,Selangor,187
Female,35-39,2014,Terengganu,48
Female,35-39,2014,W.P. Kuala Lumpur,50
Female,35-39,2014,W.P. Labuan,2
Female,35-39,2014,W.P. Putrajaya,2
Female,40-44,2014,Johor,189
Female,40-44,2014,Kedah,129
Female,40-44,2014,Kelantan,100
Female,40-44,2014,Melaka,42
Female,40-44,2014,Negeri Sembilan,60
Female,40-44,2014,Pulau Pinang,75
Female,40-44,2014,Pahang,85
Female,40-44,2014,Perak,129
Female,40-44,2014,Perlis,20
Female,40-44,2014,Sabah,211
Female,40-44,2014,Sarawak,128
Female,40-44,2014,Selangor,228
Female,40-44,2014,Terengganu,82
Female,40-44,2014,W.P. Kuala Lumpur,76
Female,40-44,2014,W.P. Labuan,7
Female,40-44,2014,W.P. Putrajaya,4
Female,45-49,2014,Johor,301
Female,45-49,2014,Kedah,197
Female,45-49,2014,Kelantan,152
Female,45-49,2014,Melaka,82
Female,45-49,2014,Negeri Sembilan,90
Female,45-49,2014,Pulau Pinang,136
Female,45-49,2014,Pahang,129
Female,45-49,2014,Perak,218
Female,45-49,2014,Perlis,22
Female,45-49,2014,Sabah,209
Female,45-49,2014,Sarawak,175
Female,45-49,2014,Selangor,410
Female,45-49,2014,Terengganu,122
Female,45-49,2014,W.P. Kuala Lumpur,99
Female,45-49,2014,W.P. Labuan,6
Female,45-49,2014,W.P. Putrajaya,3
Female,50-54,2014,Johor,406
Female,50-54,2014,Kedah,314
Female,50-54,2014,Kelantan,214
Female,50-54,2014,Melaka,96
Female,50-54,2014,Negeri Sembilan,154
Female,50-54,2014,Pulau Pinang,184
Female,50-54,2014,Pahang,215
Female,50-54,2014,Perak,362
Female,50-54,2014,Perlis,40
Female,50-54,2014,Sabah,372
Female,50-54,2014,Sarawak,254
Female,50-54,2014,Selangor,571
Female,50-54,2014,Terengganu,168
Female,50-54,2014,W.P. Kuala Lumpur,162
Female,50-54,2014,W.P. Labuan,5
Female,50-54,2014,W.P. Putrajaya,8
Female,55-59,2014,Johor,527
Female,55-59,2014,Kedah,414
Female,55-59,2014,Kelantan,313
Female,55-59,2014,Melaka,129
Female,55-59,2014,Negeri Sembilan,180
Female,55-59,2014,Pulau Pinang,309
Female,55-59,2014,Pahang,239
Female,55-59,2014,Perak,488
Female,55-59,2014,Perlis,52
Female,55-59,2014,Sabah,325
Female,55-59,2014,Sarawak,311
Female,55-59,2014,Selangor,698
Female,55-59,2014,Terengganu,199
Female,55-59,2014,W.P. Kuala Lumpur,245
Female,55-59,2014,W.P. Labuan,7
Female,55-59,2014,W.P. Putrajaya,6
Female,60-64,2014,Johor,672
Female,60-64,2014,Kedah,459
Female,60-64,2014,Kelantan,386
Female,60-64,2014,Melaka,169
Female,60-64,2014,Negeri Sembilan,261
Female,60-64,2014,Pulau Pinang,379
Female,60-64,2014,Pahang,290
Female,60-64,2014,Perak,611
Female,60-64,2014,Perlis,56
Female,60-64,2014,Sabah,323
Female,60-64,2014,Sarawak,376
Female,60-64,2014,Selangor,874
Female,60-64,2014,Terengganu,234
Female,60-64,2014,W.P. Kuala Lumpur,293
Female,60-64,2014,W.P. Labuan,10
Female,60-64,2014,W.P. Putrajaya,9
Female,65-69,2014,Johor,671
Female,65-69,2014,Kedah,520
Female,65-69,2014,Kelantan,446
Female,65-69,2014,Melaka,185
Female,65-69,2014,Negeri Sembilan,236
Female,65-69,2014,Pulau Pinang,416
Female,65-69,2014,Pahang,327
Female,65-69,2014,Perak,724
Female,65-69,2014,Perlis,70
Female,65-69,2014,Sabah,453
Female,65-69,2014,Sarawak,526
Female,65-69,2014,Selangor,998
Female,65-69,2014,Terengganu,286
Female,65-69,2014,W.P. Kuala Lumpur,288
Female,65-69,2014,W.P. Labuan,18
Female,65-69,2014,W.P. Putrajaya,8
Female,70-74,2014,Johor,790
Female,70-74,2014,Kedah,603
Female,70-74,2014,Kelantan,581
Female,70-74,2014,Melaka,225
Female,70-74,2014,Negeri Sembilan,285
Female,70-74,2014,Pulau Pinang,494
Female,70-74,2014,Pahang,360
Female,70-74,2014,Perak,856
Female,70-74,2014,Perlis,92
Female,70-74,2014,Sabah,609
Female,70-74,2014,Sarawak,569
Female,70-74,2014,Selangor,986
Female,70-74,2014,Terengganu,342
Female,70-74,2014,W.P. Kuala Lumpur,329
Female,70-74,2014,W.P. Labuan,10
Female,70-74,2014,W.P. Putrajaya,7
Female,75-79,2014,Johor,1029
Female,75-79,2014,Kedah,887
Female,75-79,2014,Kelantan,643
Female,75-79,2014,Melaka,306
Female,75-79,2014,Negeri Sembilan,448
Female,75-79,2014,Pulau Pinang,610
Female,75-79,2014,Pahang,446
Female,75-79,2014,Perak,1167
Female,75-79,2014,Perlis,113
Female,75-79,2014,Sabah,610
Female,75-79,2014,Sarawak,629
Female,75-79,2014,Selangor,1233
Female,75-79,2014,Terengganu,471
Female,75-79,2014,W.P. Kuala Lumpur,433
Female,75-79,2014,W.P. Labuan,10
Female,75-79,2014,W.P. Putrajaya,9
Female,80-84,2014,Johor,910
Female,80-84,2014,Kedah,706
Female,80-84,2014,Kelantan,481
Female,80-84,2014,Melaka,267
Female,80-84,2014,Negeri Sembilan,321
Female,80-84,2014,Pulau Pinang,576
Female,80-84,2014,Pahang,339
Female,80-84,2014,Perak,1128
Female,80-84,2014,Perlis,115
Female,80-84,2014,Sabah,542
Female,80-84,2014,Sarawak,730
Female,80-84,2014,Selangor,1158
Female,80-84,2014,Terengganu,234
Female,80-84,2014,W.P. Kuala Lumpur,390
Female,80-84,2014,W.P. Labuan,11
Female,80-84,2014,W.P. Putrajaya,4
Female,85 +,2014,Johor,1166
Female,85 +,2014,Kedah,918
Female,85 +,2014,Kelantan,838
Female,85 +,2014,Melaka,343
Female,85 +,2014,Negeri Sembilan,447
Female,85 +,2014,Pulau Pinang,794
Female,85 +,2014,Pahang,413
Female,85 +,2014,Perak,1273
Female,85 +,2014,Perlis,139
Female,85 +,2014,Sabah,426
Female,85 +,2014,Sarawak,829
Female,85 +,2014,Selangor,1441
Female,85 +,2014,Terengganu,422
Female,85 +,2014,W.P. Kuala Lumpur,556
Female,85 +,2014,W.P. Labuan,12
Female,85 +,2014,W.P. Putrajaya,6
Male,Under 1 year,2015,Johor,255
Male,Under 1 year,2015,Kedah,124
Male,Under 1 year,2015,Kelantan,151
Male,Under 1 year,2015,Melaka,41
Male,Under 1 year,2015,Negeri Sembilan,66
Male,Under 1 year,2015,Pulau Pinang,77
Male,Under 1 year,2015,Pahang,130
Male,Under 1 year,2015,Perak,132
Male,Under 1 year,2015,Perlis,15
Male,Under 1 year,2015,Sabah,320
Male,Under 1 year,2015,Sarawak,128
Male,Under 1 year,2015,Selangor,325
Male,Under 1 year,2015,Terengganu,119
Male,Under 1 year,2015,W.P. Kuala Lumpur,75
Male,Under 1 year,2015,W.P. Labuan,8
Male,Under 1 year,2015,W.P. Putrajaya,12
Male,1-4,2015,Johor,49
Male,1-4,2015,Kedah,27
Male,1-4,2015,Kelantan,34
Male,1-4,2015,Melaka,9
Male,1-4,2015,Negeri Sembilan,14
Male,1-4,2015,Pulau Pinang,13
Male,1-4,2015,Pahang,29
Male,1-4,2015,Perak,31
Male,1-4,2015,Perlis,1
Male,1-4,2015,Sabah,78
Male,1-4,2015,Sarawak,35
Male,1-4,2015,Selangor,75
Male,1-4,2015,Terengganu,26
Male,1-4,2015,W.P. Kuala Lumpur,19
Male,1-4,2015,W.P. Labuan,0
Male,1-4,2015,W.P. Putrajaya,2
Male,5-9,2015,Johor,37
Male,5-9,2015,Kedah,37
Male,5-9,2015,Kelantan,24
Male,5-9,2015,Melaka,10
Male,5-9,2015,Negeri Sembilan,10
Male,5-9,2015,Pulau Pinang,8
Male,5-9,2015,Pahang,17
Male,5-9,2015,Perak,26
Male,5-9,2015,Perlis,3
Male,5-9,2015,Sabah,58
Male,5-9,2015,Sarawak,32
Male,5-9,2015,Selangor,64
Male,5-9,2015,Terengganu,22
Male,5-9,2015,W.P. Kuala Lumpur,7
Male,5-9,2015,W.P. Labuan,2
Male,5-9,2015,W.P. Putrajaya,2
Male,10-14,2015,Johor,58
Male,10-14,2015,Kedah,38
Male,10-14,2015,Kelantan,47
Male,10-14,2015,Melaka,17
Male,10-14,2015,Negeri Sembilan,17
Male,10-14,2015,Pulau Pinang,19
Male,10-14,2015,Pahang,45
Male,10-14,2015,Perak,42
Male,10-14,2015,Perlis,5
Male,10-14,2015,Sabah,69
Male,10-14,2015,Sarawak,47
Male,10-14,2015,Selangor,79
Male,10-14,2015,Terengganu,32
Male,10-14,2015,W.P. Kuala Lumpur,11
Male,10-14,2015,W.P. Labuan,1
Male,10-14,2015,W.P. Putrajaya,1
Male,15-19,2015,Johor,205
Male,15-19,2015,Kedah,144
Male,15-19,2015,Kelantan,132
Male,15-19,2015,Melaka,44
Male,15-19,2015,Negeri Sembilan,60
Male,15-19,2015,Pulau Pinang,73
Male,15-19,2015,Pahang,114
Male,15-19,2015,Perak,131
Male,15-19,2015,Perlis,20
Male,15-19,2015,Sabah,100
Male,15-19,2015,Sarawak,80
Male,15-19,2015,Selangor,214
Male,15-19,2015,Terengganu,71
Male,15-19,2015,W.P. Kuala Lumpur,48
Male,15-19,2015,W.P. Labuan,3
Male,15-19,2015,W.P. Putrajaya,2
Male,20-24,2015,Johor,229
Male,20-24,2015,Kedah,144
Male,20-24,2015,Kelantan,142
Male,20-24,2015,Melaka,63
Male,20-24,2015,Negeri Sembilan,95
Male,20-24,2015,Pulau Pinang,80
Male,20-24,2015,Pahang,122
Male,20-24,2015,Perak,151
Male,20-24,2015,Perlis,8
Male,20-24,2015,Sabah,138
Male,20-24,2015,Sarawak,131
Male,20-24,2015,Selangor,261
Male,20-24,2015,Terengganu,101
Male,20-24,2015,W.P. Kuala Lumpur,63
Male,20-24,2015,W.P. Labuan,3
Male,20-24,2015,W.P. Putrajaya,3
Male,25-29,2015,Johor,180
Male,25-29,2015,Kedah,141
Male,25-29,2015,Kelantan,112
Male,25-29,2015,Melaka,55
Male,25-29,2015,Negeri Sembilan,66
Male,25-29,2015,Pulau Pinang,60
Male,25-29,2015,Pahang,108
Male,25-29,2015,Perak,166
Male,25-29,2015,Perlis,22
Male,25-29,2015,Sabah,199
Male,25-29,2015,Sarawak,121
Male,25-29,2015,Selangor,281
Male,25-29,2015,Terengganu,88
Male,25-29,2015,W.P. Kuala Lumpur,88
Male,25-29,2015,W.P. Labuan,7
Male,25-29,2015,W.P. Putrajaya,2
Male,30-34,2015,Johor,271
Male,30-34,2015,Kedah,202
Male,30-34,2015,Kelantan,127
Male,30-34,2015,Melaka,55
Male,30-34,2015,Negeri Sembilan,108
Male,30-34,2015,Pulau Pinang,98
Male,30-34,2015,Pahang,139
Male,30-34,2015,Perak,227
Male,30-34,2015,Perlis,21
Male,30-34,2015,Sabah,245
Male,30-34,2015,Sarawak,150
Male,30-34,2015,Selangor,343
Male,30-34,2015,Terengganu,121
Male,30-34,2015,W.P. Kuala Lumpur,90
Male,30-34,2015,W.P. Labuan,3
Male,30-34,2015,W.P. Putrajaya,5
Male,35-39,2015,Johor,352
Male,35-39,2015,Kedah,232
Male,35-39,2015,Kelantan,183
Male,35-39,2015,Melaka,74
Male,35-39,2015,Negeri Sembilan,146
Male,35-39,2015,Pulau Pinang,116
Male,35-39,2015,Pahang,186
Male,35-39,2015,Perak,236
Male,35-39,2015,Perlis,26
Male,35-39,2015,Sabah,248
Male,35-39,2015,Sarawak,200
Male,35-39,2015,Selangor,452
Male,35-39,2015,Terengganu,144
Male,35-39,2015,W.P. Kuala Lumpur,127
Male,35-39,2015,W.P. Labuan,6
Male,35-39,2015,W.P. Putrajaya,4
Male,40-44,2015,Johor,453
Male,40-44,2015,Kedah,304
Male,40-44,2015,Kelantan,242
Male,40-44,2015,Melaka,90
Male,40-44,2015,Negeri Sembilan,132
Male,40-44,2015,Pulau Pinang,175
Male,40-44,2015,Pahang,214
Male,40-44,2015,Perak,334
Male,40-44,2015,Perlis,26
Male,40-44,2015,Sabah,303
Male,40-44,2015,Sarawak,261
Male,40-44,2015,Selangor,596
Male,40-44,2015,Terengganu,147
Male,40-44,2015,W.P. Kuala Lumpur,158
Male,40-44,2015,W.P. Labuan,7
Male,40-44,2015,W.P. Putrajaya,2
Male,45-49,2015,Johor,581
Male,45-49,2015,Kedah,389
Male,45-49,2015,Kelantan,315
Male,45-49,2015,Melaka,121
Male,45-49,2015,Negeri Sembilan,220
Male,45-49,2015,Pulau Pinang,295
Male,45-49,2015,Pahang,235
Male,45-49,2015,Perak,474
Male,45-49,2015,Perlis,45
Male,45-49,2015,Sabah,434
Male,45-49,2015,Sarawak,387
Male,45-49,2015,Selangor,799
Male,45-49,2015,Terengganu,202
Male,45-49,2015,W.P. Kuala Lumpur,239
Male,45-49,2015,W.P. Labuan,8
Male,45-49,2015,W.P. Putrajaya,9
Male,50-54,2015,Johor,885
Male,50-54,2015,Kedah,566
Male,50-54,2015,Kelantan,416
Male,50-54,2015,Melaka,243
Male,50-54,2015,Negeri Sembilan,286
Male,50-54,2015,Pulau Pinang,401
Male,50-54,2015,Pahang,348
Male,50-54,2015,Perak,681
Male,50-54,2015,Perlis,51
Male,50-54,2015,Sabah,607
Male,50-54,2015,Sarawak,460
Male,50-54,2015,Selangor,1142
Male,50-54,2015,Terengganu,270
Male,50-54,2015,W.P. Kuala Lumpur,334
Male,50-54,2015,W.P. Labuan,6
Male,50-54,2015,W.P. Putrajaya,12
Male,55-59,2015,Johor,1079
Male,55-59,2015,Kedah,712
Male,55-59,2015,Kelantan,518
Male,55-59,2015,Melaka,253
Male,55-59,2015,Negeri Sembilan,388
Male,55-59,2015,Pulau Pinang,598
Male,55-59,2015,Pahang,432
Male,55-59,2015,Perak,879
Male,55-59,2015,Perlis,84
Male,55-59,2015,Sabah,692
Male,55-59,2015,Sarawak,537
Male,55-59,2015,Selangor,1386
Male,55-59,2015,Terengganu,354
Male,55-59,2015,W.P. Kuala Lumpur,456
Male,55-59,2015,W.P. Labuan,11
Male,55-59,2015,W.P. Putrajaya,10
Male,60-64,2015,Johor,1144
Male,60-64,2015,Kedah,800
Male,60-64,2015,Kelantan,613
Male,60-64,2015,Melaka,267
Male,60-64,2015,Negeri Sembilan,432
Male,60-64,2015,Pulau Pinang,671
Male,60-64,2015,Pahang,550
Male,60-64,2015,Perak,1056
Male,60-64,2015,Perlis,96
Male,60-64,2015,Sabah,592
Male,60-64,2015,Sarawak,674
Male,60-64,2015,Selangor,1436
Male,60-64,2015,Terengganu,375
Male,60-64,2015,W.P. Kuala Lumpur,480
Male,60-64,2015,W.P. Labuan,16
Male,60-64,2015,W.P. Putrajaya,4
Male,65-69,2015,Johor,1261
Male,65-69,2015,Kedah,854
Male,65-69,2015,Kelantan,773
Male,65-69,2015,Melaka,342
Male,65-69,2015,Negeri Sembilan,441
Male,65-69,2015,Pulau Pinang,699
Male,65-69,2015,Pahang,621
Male,65-69,2015,Perak,1214
Male,65-69,2015,Perlis,125
Male,65-69,2015,Sabah,679
Male,65-69,2015,Sarawak,717
Male,65-69,2015,Selangor,1633
Male,65-69,2015,Terengganu,419
Male,65-69,2015,W.P. Kuala Lumpur,528
Male,65-69,2015,W.P. Labuan,13
Male,65-69,2015,W.P. Putrajaya,9
Male,70-74,2015,Johor,1085
Male,70-74,2015,Kedah,833
Male,70-74,2015,Kelantan,718
Male,70-74,2015,Melaka,298
Male,70-74,2015,Negeri Sembilan,346
Male,70-74,2015,Pulau Pinang,665
Male,70-74,2015,Pahang,588
Male,70-74,2015,Perak,1069
Male,70-74,2015,Perlis,113
Male,70-74,2015,Sabah,824
Male,70-74,2015,Sarawak,849
Male,70-74,2015,Selangor,1369
Male,70-74,2015,Terengganu,444
Male,70-74,2015,W.P. Kuala Lumpur,435
Male,70-74,2015,W.P. Labuan,11
Male,70-74,2015,W.P. Putrajaya,4
Male,75-79,2015,Johor,1285
Male,75-79,2015,Kedah,985
Male,75-79,2015,Kelantan,626
Male,75-79,2015,Melaka,348
Male,75-79,2015,Negeri Sembilan,415
Male,75-79,2015,Pulau Pinang,722
Male,75-79,2015,Pahang,618
Male,75-79,2015,Perak,1190
Male,75-79,2015,Perlis,127
Male,75-79,2015,Sabah,764
Male,75-79,2015,Sarawak,744
Male,75-79,2015,Selangor,1399
Male,75-79,2015,Terengganu,432
Male,75-79,2015,W.P. Kuala Lumpur,522
Male,75-79,2015,W.P. Labuan,17
Male,75-79,2015,W.P. Putrajaya,3
Male,80-84,2015,Johor,824
Male,80-84,2015,Kedah,629
Male,80-84,2015,Kelantan,408
Male,80-84,2015,Melaka,221
Male,80-84,2015,Negeri Sembilan,305
Male,80-84,2015,Pulau Pinang,519
Male,80-84,2015,Pahang,293
Male,80-84,2015,Perak,927
Male,80-84,2015,Perlis,85
Male,80-84,2015,Sabah,609
Male,80-84,2015,Sarawak,646
Male,80-84,2015,Selangor,998
Male,80-84,2015,Terengganu,207
Male,80-84,2015,W.P. Kuala Lumpur,362
Male,80-84,2015,W.P. Labuan,12
Male,80-84,2015,W.P. Putrajaya,3
Male,85 +,2015,Johor,812
Male,85 +,2015,Kedah,572
Male,85 +,2015,Kelantan,506
Male,85 +,2015,Melaka,227
Male,85 +,2015,Negeri Sembilan,276
Male,85 +,2015,Pulau Pinang,494
Male,85 +,2015,Pahang,255
Male,85 +,2015,Perak,793
Male,85 +,2015,Perlis,85
Male,85 +,2015,Sabah,406
Male,85 +,2015,Sarawak,703
Male,85 +,2015,Selangor,837
Male,85 +,2015,Terengganu,276
Male,85 +,2015,W.P. Kuala Lumpur,353
Male,85 +,2015,W.P. Labuan,9
Male,85 +,2015,W.P. Putrajaya,6
Female,Under 1 year,2015,Johor,185
Female,Under 1 year,2015,Kedah,117
Female,Under 1 year,2015,Kelantan,110
Female,Under 1 year,2015,Melaka,39
Female,Under 1 year,2015,Negeri Sembilan,62
Female,Under 1 year,2015,Pulau Pinang,63
Female,Under 1 year,2015,Pahang,86
Female,Under 1 year,2015,Perak,102
Female,Under 1 year,2015,Perlis,20
Female,Under 1 year,2015,Sabah,294
Female,Under 1 year,2015,Sarawak,95
Female,Under 1 year,2015,Selangor,247
Female,Under 1 year,2015,Terengganu,99
Female,Under 1 year,2015,W.P. Kuala Lumpur,65
Female,Under 1 year,2015,W.P. Labuan,10
Female,Under 1 year,2015,W.P. Putrajaya,10
Female,1-4,2015,Johor,28
Female,1-4,2015,Kedah,20
Female,1-4,2015,Kelantan,20
Female,1-4,2015,Melaka,13
Female,1-4,2015,Negeri Sembilan,12
Female,1-4,2015,Pulau Pinang,13
Female,1-4,2015,Pahang,28
Female,1-4,2015,Perak,30
Female,1-4,2015,Perlis,2
Female,1-4,2015,Sabah,74
Female,1-4,2015,Sarawak,18
Female,1-4,2015,Selangor,53
Female,1-4,2015,Terengganu,21
Female,1-4,2015,W.P. Kuala Lumpur,8
Female,1-4,2015,W.P. Labuan,1
Female,1-4,2015,W.P. Putrajaya,3
Female,5-9,2015,Johor,28
Female,5-9,2015,Kedah,15
Female,5-9,2015,Kelantan,16
Female,5-9,2015,Melaka,7
Female,5-9,2015,Negeri Sembilan,10
Female,5-9,2015,Pulau Pinang,4
Female,5-9,2015,Pahang,25
Female,5-9,2015,Perak,16
Female,5-9,2015,Perlis,4
Female,5-9,2015,Sabah,36
Female,5-9,2015,Sarawak,22
Female,5-9,2015,Selangor,37
Female,5-9,2015,Terengganu,14
Female,5-9,2015,W.P. Kuala Lumpur,10
Female,5-9,2015,W.P. Labuan,1
Female,5-9,2015,W.P. Putrajaya,0
Female,10-14,2015,Johor,26
Female,10-14,2015,Kedah,33
Female,10-14,2015,Kelantan,36
Female,10-14,2015,Melaka,6
Female,10-14,2015,Negeri Sembilan,10
Female,10-14,2015,Pulau Pinang,10
Female,10-14,2015,Pahang,14
Female,10-14,2015,Perak,14
Female,10-14,2015,Perlis,4
Female,10-14,2015,Sabah,30
Female,10-14,2015,Sarawak,24
Female,10-14,2015,Selangor,39
Female,10-14,2015,Terengganu,17
Female,10-14,2015,W.P. Kuala Lumpur,7
Female,10-14,2015,W.P. Labuan,0
Female,10-14,2015,W.P. Putrajaya,0
Female,15-19,2015,Johor,60
Female,15-19,2015,Kedah,42
Female,15-19,2015,Kelantan,33
Female,15-19,2015,Melaka,12
Female,15-19,2015,Negeri Sembilan,17
Female,15-19,2015,Pulau Pinang,22
Female,15-19,2015,Pahang,33
Female,15-19,2015,Perak,41
Female,15-19,2015,Perlis,4
Female,15-19,2015,Sabah,66
Female,15-19,2015,Sarawak,27
Female,15-19,2015,Selangor,67
Female,15-19,2015,Terengganu,21
Female,15-19,2015,W.P. Kuala Lumpur,20
Female,15-19,2015,W.P. Labuan,1
Female,15-19,2015,W.P. Putrajaya,2
Female,20-24,2015,Johor,72
Female,20-24,2015,Kedah,54
Female,20-24,2015,Kelantan,38
Female,20-24,2015,Melaka,17
Female,20-24,2015,Negeri Sembilan,15
Female,20-24,2015,Pulau Pinang,23
Female,20-24,2015,Pahang,41
Female,20-24,2015,Perak,43
Female,20-24,2015,Perlis,12
Female,20-24,2015,Sabah,90
Female,20-24,2015,Sarawak,41
Female,20-24,2015,Selangor,87
Female,20-24,2015,Terengganu,26
Female,20-24,2015,W.P. Kuala Lumpur,19
Female,20-24,2015,W.P. Labuan,4
Female,20-24,2015,W.P. Putrajaya,1
Female,25-29,2015,Johor,91
Female,25-29,2015,Kedah,66
Female,25-29,2015,Kelantan,59
Female,25-29,2015,Melaka,22
Female,25-29,2015,Negeri Sembilan,24
Female,25-29,2015,Pulau Pinang,28
Female,25-29,2015,Pahang,47
Female,25-29,2015,Perak,56
Female,25-29,2015,Perlis,4
Female,25-29,2015,Sabah,124
Female,25-29,2015,Sarawak,62
Female,25-29,2015,Selangor,121
Female,25-29,2015,Terengganu,36
Female,25-29,2015,W.P. Kuala Lumpur,26
Female,25-29,2015,W.P. Labuan,0
Female,25-29,2015,W.P. Putrajaya,2
Female,30-34,2015,Johor,107
Female,30-34,2015,Kedah,83
Female,30-34,2015,Kelantan,76
Female,30-34,2015,Melaka,30
Female,30-34,2015,Negeri Sembilan,33
Female,30-34,2015,Pulau Pinang,45
Female,30-34,2015,Pahang,48
Female,30-34,2015,Perak,85
Female,30-34,2015,Perlis,11
