#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",38.29999924,2010
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.01399,2010
MYS,Malaysia,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",499,2010
MYS,Malaysia,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",595.6,2010
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.32657,2010
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",579.3996156,2010
MYS,Malaysia,194906,GDP per capita (2017 PPP $),20540.23315,2010
MYS,Malaysia,195206,Population using safely managed sanitation services (%),82,2010
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.676440418,2010
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),19881.13018,2010
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",18.4821,2010
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",95.93,2010
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",29.44,2010
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.513,2009
MYS,Malaysia,45806,Primary school teachers trained to teach (%),94.59269,2009
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",13.13521,2009
MYS,Malaysia,52306,Research and development expenditure (% of GDP),1.01001,2009
MYS,Malaysia,69206,Life expectancy at birth (years),74.305,2009
MYS,Malaysia,69706,Expected years of schooling (years),12.79401,2009
MYS,Malaysia,103006,Mean years of schooling (years),9.613937752,2009
MYS,Malaysia,103206,Life expectancy index,0.835461538,2009
MYS,Malaysia,103606,Income index,0.792952785,2009
MYS,Malaysia,103706,Education index,0.675853758,2009
MYS,Malaysia,137506,Human Development Index (HDI),0.765,2009
MYS,Malaysia,164406,Adjusted net savings (% of GNI),13.056788,2009
MYS,Malaysia,178306,Gross capital formation (% of GDP),17.835695,2009
MYS,Malaysia,179406,Skilled labour force (% of labour force),61.07,2009
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2009
MYS,Malaysia,195206,Population using safely managed sanitation services (%),81,2009
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),19045.30072,2009
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.925,2008
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",14.44237,2008
MYS,Malaysia,52306,Research and development expenditure (% of GDP),0.78847,2008
MYS,Malaysia,69206,Life expectancy at birth (years),74.118,2008
MYS,Malaysia,69706,Expected years of schooling (years),12.62991,2008
MYS,Malaysia,103006,Mean years of schooling (years),9.39359,2008
MYS,Malaysia,103206,Life expectancy index,0.832584615,2008
MYS,Malaysia,103606,Income index,0.796263801,2008
MYS,Malaysia,103706,Education index,0.6639505,2008
MYS,Malaysia,137506,Human Development Index (HDI),0.761,2008
MYS,Malaysia,164406,Adjusted net savings (% of GNI),18.248849,2008
MYS,Malaysia,178306,Gross capital formation (% of GDP),21.458304,2008
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2008
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.10157,2008
MYS,Malaysia,195206,Population using safely managed sanitation services (%),80,2008
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),19467.3667,2008
MYS,Malaysia,43006,Vulnerable employment (% of total employment),22.315,2007
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",14.98441,2007
MYS,Malaysia,69206,Life expectancy at birth (years),73.931,2007
MYS,Malaysia,69706,Expected years of schooling (years),12.47588,2007
MYS,Malaysia,103006,Mean years of schooling (years),8.80393,2007
MYS,Malaysia,103206,Life expectancy index,0.829707692,2007
MYS,Malaysia,103606,Income index,0.793657081,2007
MYS,Malaysia,103706,Education index,0.640016556,2007
MYS,Malaysia,137506,Human Development Index (HDI),0.75,2007
MYS,Malaysia,164406,Adjusted net savings (% of GNI),18.540698,2007
MYS,Malaysia,178306,Gross capital formation (% of GDP),23.409535,2007
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2007
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.08131,2007
MYS,Malaysia,195206,Population using safely managed sanitation services (%),79,2007
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),19134.30663,2007
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.854,2006
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",15.65511,2006
MYS,Malaysia,52306,Research and development expenditure (% of GDP),0.61106,2006
MYS,Malaysia,69206,Life expectancy at birth (years),73.744,2006
MYS,Malaysia,69706,Expected years of schooling (years),12.28715,2006
MYS,Malaysia,103006,Mean years of schooling (years),8.21427,2006
MYS,Malaysia,103206,Life expectancy index,0.826830769,2006
MYS,Malaysia,103606,Income index,0.786184055,2006
MYS,Malaysia,103706,Education index,0.615118722,2006
MYS,Malaysia,137506,Human Development Index (HDI),0.737,2006
MYS,Malaysia,164406,Adjusted net savings (% of GNI),17.692686,2006
MYS,Malaysia,178306,Gross capital formation (% of GDP),22.703524,2006
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2006
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.0565,2006
MYS,Malaysia,195206,Population using safely managed sanitation services (%),79,2006
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),18210.72867,2006
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),46.4973,2005
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",42.90719,2005
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",49.91884,2005
MYS,Malaysia,24106,"Mean years of schooling, female (years)",6.8416,2005
MYS,Malaysia,24206,"Mean years of schooling, male (years)",7.9117,2005
MYS,Malaysia,31706,Share of seats in parliament (% held by women),13.14878893,2005
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",13.009,2005
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.154,2005
MYS,Malaysia,43606,"Internet users, total (% of population)",48.6292,2005
MYS,Malaysia,44206,Total population (millions),25.690615,2005
MYS,Malaysia,45106,Urban population (%),66.6,2005
MYS,Malaysia,45806,Primary school teachers trained to teach (%),91.88586,2005
MYS,Malaysia,46006,Mobile phone subscriptions (per 100 people),76.0784,2005
MYS,Malaysia,46106,Primary school dropout rate (% of primary school cohort),1.1315,2005
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",16.89527,2005
MYS,Malaysia,47906,Median age (years),25.031,2005
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",44.018,2005
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",77.388,2005
MYS,Malaysia,49006,Sex ratio at birth (male to female births),1.06,2005
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.77819315,2005
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",2.7343931,2005
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",6.955785,2005
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",8.128703,2005
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",91.102,2005
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",168.207,2005
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2005
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",2.351053099,2005
MYS,Malaysia,63106,Population ages 15–64 (millions),16.732813,2005
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",99.99204,2005
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",80.66024,2005
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",27.91879,2005
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",4,2005
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2005
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),22.30351486,2005
MYS,Malaysia,68606,Gender Inequality Index (GII),0.285,2005
MYS,Malaysia,69206,Life expectancy at birth (years),73.555,2005
MYS,Malaysia,69706,Expected years of schooling (years),12.72309,2005
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",31,2005
MYS,Malaysia,97306,Natural resource depletion (% of GNI),6.666150206,2005
MYS,Malaysia,99106,Net official development assistance received (% of GNI),0.02129554,2005
MYS,Malaysia,100806,Forest area (% of total land area),63.58240755,2005
MYS,Malaysia,103006,Mean years of schooling (years),7.62461,2005
MYS,Malaysia,103206,Life expectancy index,0.823923077,2005
MYS,Malaysia,103606,Income index,0.778651825,2005
MYS,Malaysia,103706,Education index,0.607572833,2005
MYS,Malaysia,110806,"Net migration rate (per 1,000 people)",5.494,2005
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",11.659,2005
MYS,Malaysia,111106,International inbound tourists (thousands),16431,2005
MYS,Malaysia,111306,Private capital flows (% of GDP),1.885699,2005
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",75.824,2005
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",71.505,2005
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),46.755,2005
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.779,2005
MYS,Malaysia,123306,"Expected years of schooling, female (years)",13.1269,2005
MYS,Malaysia,123406,"Expected years of schooling, male (years)",12.3432,2005
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",10267.07734,2005
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",24036.82798,2005
MYS,Malaysia,128306,"Prison population (per 100,000 people)",138.7,2005
MYS,Malaysia,132706,Population ages 65 and older (millions),1.134333,2005
MYS,Malaysia,132806,Population under age 5 (millions),2.544142,2005
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",61.8906,2005
MYS,Malaysia,133206,Exports and imports (% of GDP),203.85464,2005
MYS,Malaysia,136906,"Human Development Index (HDI), female",0.698070583,2005
MYS,Malaysia,137006,"Human Development Index (HDI), male",0.747311929,2005
MYS,Malaysia,137506,Human Development Index (HDI),0.73,2005
MYS,Malaysia,137906,Gender Development Index (GDI),0.93410871,2005
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.53,2005
MYS,Malaysia,147906,Youth not in school or employment (% ages 15-24),13.839,2005
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),61.111,2005
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),58.954,2005
MYS,Malaysia,150606,Employment in agriculture (% of total employment),14.641,2005
MYS,Malaysia,150706,Employment in services (% of total employment),55.636,2005
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),0.819,2005
MYS,Malaysia,164406,Adjusted net savings (% of GNI),16.806438,2005
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.07860262,2005
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.050227511,2005
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),96.82708398,2005
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",36.92075602,2005
MYS,Malaysia,175206,"Antenatal care coverage, at least one visit (%)",78.8,2005
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),93.74563,2005
MYS,Malaysia,178306,Gross capital formation (% of GDP),22.396418,2005
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),98.1,2005
MYS,Malaysia,181806,Current health expenditure (% of GDP),2.844623,2005
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",5.4193,2005
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",69,2005
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2005
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",31.70000076,2005
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.05375,2005
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.33369,2005
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",465.4511016,2005
MYS,Malaysia,194906,GDP per capita (2017 PPP $),18117.55671,2005
MYS,Malaysia,195206,Population using safely managed sanitation services (%),79,2005
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.074759724,2005
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),17324.93845,2005
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",17.02525,2005
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",96.9,2005
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",20.63,2005
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.842,2004
MYS,Malaysia,69206,Life expectancy at birth (years),73.364,2004
MYS,Malaysia,69706,Expected years of schooling (years),12.94365,2004
MYS,Malaysia,103006,Mean years of schooling (years),7.8389925,2004
MYS,Malaysia,103206,Life expectancy index,0.820984615,2004
MYS,Malaysia,103606,Income index,0.772760107,2004
MYS,Malaysia,103706,Education index,0.620845583,2004
MYS,Malaysia,137506,Human Development Index (HDI),0.733,2004
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2004
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",31.5,2004
MYS,Malaysia,195206,Population using safely managed sanitation services (%),79,2004
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),16662.21173,2004
MYS,Malaysia,43006,Vulnerable employment (% of total employment),20.392,2003
MYS,Malaysia,69206,Life expectancy at birth (years),73.17,2003
MYS,Malaysia,69706,Expected years of schooling (years),12.68281,2003
MYS,Malaysia,103006,Mean years of schooling (years),8.03291254,2003
MYS,Malaysia,103206,Life expectancy index,0.818,2003
MYS,Malaysia,103606,Income index,0.765671476,2003
MYS,Malaysia,103706,Education index,0.620064029,2003
MYS,Malaysia,137506,Human Development Index (HDI),0.73,2003
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2003
MYS,Malaysia,195206,Population using safely managed sanitation services (%),78,2003
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),15898.36268,2003
MYS,Malaysia,43006,Vulnerable employment (% of total employment),20.264,2002
MYS,Malaysia,69206,Life expectancy at birth (years),72.976,2002
MYS,Malaysia,69706,Expected years of schooling (years),12.11338,2002
MYS,Malaysia,103006,Mean years of schooling (years),8.226832581,2002
MYS,Malaysia,103206,Life expectancy index,0.815015385,2002
MYS,Malaysia,103606,Income index,0.758670379,2002
MYS,Malaysia,103706,Education index,0.61071053,2002
MYS,Malaysia,137506,Human Development Index (HDI),0.723,2002
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2002
MYS,Malaysia,195206,Population using safely managed sanitation services (%),78,2002
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),15178.32393,2002
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.305,2001
MYS,Malaysia,69206,Life expectancy at birth (years),72.782,2001
MYS,Malaysia,69706,Expected years of schooling (years),11.97593,2001
MYS,Malaysia,103006,Mean years of schooling (years),8.420752621,2001
MYS,Malaysia,103206,Life expectancy index,0.812030769,2001
MYS,Malaysia,103606,Income index,0.75286258,2001
MYS,Malaysia,103706,Education index,0.613356476,2001
MYS,Malaysia,137506,Human Development Index (HDI),0.721,2001
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2001
MYS,Malaysia,195206,Population using safely managed sanitation services (%),78,2001
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),14605.82321,2001
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),54.4206,2000
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",49.93236,2000
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",58.82693,2000
MYS,Malaysia,24106,"Mean years of schooling, female (years)",8.0135,2000
MYS,Malaysia,24206,"Mean years of schooling, male (years)",9.2074,2000
MYS,Malaysia,31706,Share of seats in parliament (% held by women),14.50381679,2000
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",14.763,2000
MYS,Malaysia,43006,Vulnerable employment (% of total employment),22.772,2000
MYS,Malaysia,43606,"Internet users, total (% of population)",21.3847,2000
MYS,Malaysia,44206,Total population (millions),23.194252,2000
MYS,Malaysia,45106,Urban population (%),62,2000
MYS,Malaysia,45806,Primary school teachers trained to teach (%),97.8516,2000
MYS,Malaysia,46006,Mobile phone subscriptions (per 100 people),22.082,2000
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.55776,2000
MYS,Malaysia,47906,Median age (years),23.834,2000
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",44.634,2000
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",78.135,2000
MYS,Malaysia,49006,Sex ratio at birth (male to female births),1.06,2000
MYS,Malaysia,52306,Research and development expenditure (% of GDP),0.46899,2000
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.36503826,2000
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",4.0384286,2000
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",8.73161,2000
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",10.179388,2000
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",99.288,2000
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",171.011,2000
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2000
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",2.375588573,2000
MYS,Malaysia,63106,Population ages 15–64 (millions),14.549467,2000
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",98.6782,2000
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",77.41474,2000
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",25.61568,2000
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",4,2000
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2000
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),25.29201658,2000
MYS,Malaysia,68606,Gender Inequality Index (GII),0.304,2000
MYS,Malaysia,69206,Life expectancy at birth (years),72.594,2000
MYS,Malaysia,69706,Expected years of schooling (years),11.94562,2000
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",38,2000
MYS,Malaysia,97306,Natural resource depletion (% of GNI),5.041293569,2000
MYS,Malaysia,99106,Net official development assistance received (% of GNI),0.05645024,2000
MYS,Malaysia,100806,Forest area (% of total land area),65.71602496,2000
MYS,Malaysia,101406,"Literacy rate, adult (% ages 15 and older)",88.68776,2000
MYS,Malaysia,103006,Mean years of schooling (years),8.614672661,2000
MYS,Malaysia,103206,Life expectancy index,0.809138462,2000
MYS,Malaysia,103606,Income index,0.753836552,2000
MYS,Malaysia,103706,Education index,0.618978533,2000
MYS,Malaysia,110806,"Net migration rate (per 1,000 people)",4.731,2000
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",10.149,2000
MYS,Malaysia,111106,International inbound tourists (thousands),10222,2000
MYS,Malaysia,111306,Private capital flows (% of GDP),0.8215465,2000
MYS,Malaysia,112506,"Suicide rate, male (per 100,000 people, age-standardized)",10.4,2000
MYS,Malaysia,112606,"Suicide rate, female (per 100,000 people, age-standardized)",4.4,2000
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",74.786,2000
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",70.603,2000
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),53.175,2000
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.241,2000
MYS,Malaysia,123306,"Expected years of schooling, female (years)",12.181,2000
MYS,Malaysia,123406,"Expected years of schooling, male (years)",11.7182,2000
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",8797.844598,2000
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",20382.12584,2000
MYS,Malaysia,132706,Population ages 65 and older (millions),0.908066,2000
MYS,Malaysia,132806,Population under age 5 (millions),2.685613,2000
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",52.04752,2000
MYS,Malaysia,133206,Exports and imports (% of GDP),220.40679,2000
MYS,Malaysia,136906,"Human Development Index (HDI), female",0.690612595,2000
MYS,Malaysia,137006,"Human Development Index (HDI), male",0.745895685,2000
MYS,Malaysia,137506,Human Development Index (HDI),0.723,2000
MYS,Malaysia,137906,Gender Development Index (GDI),0.925883617,2000
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3,2000
MYS,Malaysia,147206,International student mobility (% of total tertiary enrolment),-4.90218,2000
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),61.641,2000
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),59.792,2000
MYS,Malaysia,149206,Government expenditure on education (% of GDP),5.97161,2000
MYS,Malaysia,150606,Employment in agriculture (% of total employment),18.362,2000
MYS,Malaysia,150706,Employment in services (% of total employment),49.455,2000
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),1.698,2000
MYS,Malaysia,164406,Adjusted net savings (% of GNI),15.458432,2000
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.03032345,2000
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),0.978226909,2000
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),94.97309691,2000
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.48405791,2000
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),84.69605,2000
MYS,Malaysia,178306,Gross capital formation (% of GDP),26.867489,2000
MYS,Malaysia,179706,Ratio of education and health expenditure to military expenditure,5.222085,2000
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),96.6,2000
MYS,Malaysia,181806,Current health expenditure (% of GDP),2.564804,2000
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",13.69413,2000
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",75,2000
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2000
MYS,Malaysia,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",582.3,2000
MYS,Malaysia,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",676.4,2000
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.31054,2000
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",369.2537296,2000
MYS,Malaysia,194906,GDP per capita (2017 PPP $),15920.04993,2000
MYS,Malaysia,195206,Population using safely managed sanitation services (%),78,2000
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",5.454552823,2000
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),14700.3024,2000
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",16.75446,2000
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",52.39,2000
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",30.01,2000
MYS,Malaysia,43006,Vulnerable employment (% of total employment),23.003,1999
MYS,Malaysia,69206,Life expectancy at birth (years),72.418,1999
MYS,Malaysia,69706,Expected years of schooling (years),11.63763,1999
MYS,Malaysia,103006,Mean years of schooling (years),8.403738129,1999
MYS,Malaysia,103206,Life expectancy index,0.806430769,1999
MYS,Malaysia,103606,Income index,0.746227408,1999
MYS,Malaysia,103706,Education index,0.603392104,1999
MYS,Malaysia,137506,Human Development Index (HDI),0.713,1999
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),13978.14418,1999
MYS,Malaysia,43006,Vulnerable employment (% of total employment),23.711,1998
MYS,Malaysia,69206,Life expectancy at birth (years),72.257,1998
MYS,Malaysia,69706,Expected years of schooling (years),11.54023,1998
MYS,Malaysia,103006,Mean years of schooling (years),8.192803596,1998
MYS,Malaysia,103206,Life expectancy index,0.803953846,1998
MYS,Malaysia,103606,Income index,0.74331111,1998
MYS,Malaysia,103706,Education index,0.593655398,1998
MYS,Malaysia,137506,Human Development Index (HDI),0.708,1998
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),13710.86891,1998
MYS,Malaysia,31706,Share of seats in parliament (% held by women),10.34482759,1997
MYS,Malaysia,43006,Vulnerable employment (% of total employment),22.94,1997
MYS,Malaysia,69206,Life expectancy at birth (years),72.11,1997
MYS,Malaysia,69706,Expected years of schooling (years),11.10222333,1997
MYS,Malaysia,103006,Mean years of schooling (years),7.981869064,1997
MYS,Malaysia,103206,Life expectancy index,0.801692308,1997
MYS,Malaysia,103606,Income index,0.759028536,1997
MYS,Malaysia,103706,Education index,0.574457395,1997
MYS,Malaysia,137506,Human Development Index (HDI),0.704,1997
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),15214.35482,1997
MYS,Malaysia,43006,Vulnerable employment (% of total employment),24.726,1996
MYS,Malaysia,52306,Research and development expenditure (% of GDP),0.21645,1996
MYS,Malaysia,69206,Life expectancy at birth (years),71.972,1996
MYS,Malaysia,69706,Expected years of schooling (years),10.66421667,1996
MYS,Malaysia,103006,Mean years of schooling (years),7.770934532,1996
MYS,Malaysia,103206,Life expectancy index,0.799569231,1996
MYS,Malaysia,103606,Income index,0.753219294,1996
MYS,Malaysia,103706,Education index,0.555259392,1996
MYS,Malaysia,137506,Human Development Index (HDI),0.694,1996
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),14640.35524,1996
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),50.5,1995
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",45.29,1995
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",55.72,1995
MYS,Malaysia,24106,"Mean years of schooling, female (years)",6.86,1995
MYS,Malaysia,24206,"Mean years of schooling, male (years)",8.26,1995
MYS,Malaysia,31706,Share of seats in parliament (% held by women),10.34482759,1995
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",19.092,1995
MYS,Malaysia,43006,Vulnerable employment (% of total employment),24.897,1995
MYS,Malaysia,44206,Total population (millions),20.487604,1995
MYS,Malaysia,45106,Urban population (%),55.7,1995
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.93694,1995
MYS,Malaysia,47906,Median age (years),22.533,1995
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",44.802,1995
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",78.117,1995
MYS,Malaysia,49006,Sex ratio at birth (male to female births),1.06,1995
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.13054006,1995
