Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type,Rooms Num,Property Type Supergroup
Damansara Heights,4800000,4+2,5.0,4.0,Bungalow (Intermediate),4200.0,Partly Furnished,Land area ,6,Bungalow
Damansara Heights,12800000,6+1,8.0,6.0,Bungalow (Corner),14380.0,Partly Furnished,Land area ,7,Bungalow
Damansara Heights,13000000,5+1,7.0,4.0,Bungalow (Corner),7500.0,Partly Furnished,Land area ,6,Bungalow
Wangsa Maju,510000,3+1,3.0,1.0,Condominium (Intermediate),1267.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,3600000,4+1,7.0,3.0,Bungalow,1500.0,Partly Furnished,Land area ,5,Bungalow
Cheras,989000,2,2.0,1.0,Serviced Residence (Intermediate),963.0,Fully Furnished,Built-up ,2,Serviced Residence
Bukit Tunku (Kenny Hills),4500000,5,6.0,4.0,Condominium,5405.0,Partly Furnished,Built-up ,5,Condominium
Damansara Heights,7500000,5+1,5.0,6.0,Bungalow,5974.0,Partly Furnished,Land area ,6,Bungalow
Damansara Heights,14500000,7,7.0,3.0,Bungalow,11000.0,Partly Furnished,Land area ,7,Bungalow
Damansara Heights,11500000,5+1,7.0,3.0,Bungalow,11000.0,Partly Furnished,Land area ,6,Bungalow
Damansara Heights,15500000,9+1,11.0,11.0,Bungalow (Corner),12000.0,Partly Furnished,Land area ,10,Bungalow
Damansara Heights,4300000,5+1,7.0,4.0,Bungalow,6300.0,Partly Furnished,Land area ,6,Bungalow
Cheras,172000,2,1.0,1.0,Flat (Intermediate),560.0,Partly Furnished,Built-up ,2,Flat
Taman Melawati,4060000,6,6.0,3.0,Bungalow (Intermediate),6000.0,Fully Furnished,Land area ,6,Bungalow
Taman Melawati,3300000,7,6.0,2.0,Semi-detached House (Intermediate),6424.0,Fully Furnished,Land area ,7,Semi-detached House
Taman Melawati,3370000,8,8.0,8.0,Bungalow (Intermediate),4680.0,Partly Furnished,Land area ,8,Bungalow
Taman Melawati,4880000,9,9.0,8.0,Bungalow (Intermediate),7200.0,Partly Furnished,Land area ,9,Bungalow
Taman Melawati,3600000,6,6.0,4.0,Bungalow (Intermediate),6400.0,Partly Furnished,Land area ,6,Bungalow
Taman Melawati,1810000,4+1,6.0,2.0,3-sty Terrace/Link House (Intermediate),1800.0,Unknown,Land area ,5,Terrace/Link House
Taman Melawati,1980000,4+1,6.0,2.0,3-sty Terrace/Link House (Intermediate),1800.0,Partly Furnished,Land area ,5,Terrace/Link House
Cheras,280000,3,2.0,1.0,Apartment,780.0,Partly Furnished,Built-up ,3,Apartment
Taman Melawati,3300000,5+1,6.0,3.0,Bungalow (Intermediate),4500.0,Fully Furnished,Land area ,6,Bungalow
Taman Melawati,2480000,4,5.0,3.0,Bungalow (Intermediate),4500.0,Unfurnished,Land area ,4,Bungalow
Taman Melawati,1955000,5+1,7.0,3.0,Semi-detached House (Intermediate),3200.0,Partly Furnished,Land area ,6,Semi-detached House
Cheras,2700000,6,6.0,3.0,Semi-detached House (Intermediate),5130.0,Partly Furnished,Land area ,6,Semi-detached House
Taman Melawati,3600000,6,7.0,5.0,Bungalow (Intermediate),6000.0,Partly Furnished,Land area ,6,Bungalow
Cheras,2850000,5+1,6.0,4.0,Semi-detached House (Intermediate),5130.0,Partly Furnished,Land area ,6,Semi-detached House
Ampang Hilir,8800000,5+2,5.0,5.0,Bungalow (Intermediate),10400.0,Partly Furnished,Land area ,7,Bungalow
Taman Melawati,4480000,7,8.0,5.0,Bungalow (Intermediate),6600.0,Partly Furnished,Land area ,7,Bungalow
Taman Melawati,4330000,7,8.0,5.0,Bungalow (Intermediate),8100.0,Unfurnished,Land area ,7,Bungalow
Taman Melawati,2990000,5+1,6.0,3.0,Bungalow (EndLot),3150.0,Partly Furnished,Land area ,6,Bungalow
Taman Melawati,2880000,4+1,5.0,3.0,Semi-detached House (Corner),6456.0,Partly Furnished,Land area ,5,Semi-detached House
Bangsar South,2800000,4+1,5.0,2.0,Semi-detached House (Intermediate),2240.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Melawati,6798000,10,10.0,10.0,Bungalow (Intermediate),6200.0,Partly Furnished,Land area ,10,Bungalow
Taman Melawati,2370000,4+1,5.0,3.0,Bungalow (Intermediate),4500.0,Partly Furnished,Land area ,5,Bungalow
Taman Melawati,2990000,4,5.0,3.0,Bungalow (Intermediate),4500.0,Fully Furnished,Land area ,4,Bungalow
Taman Melawati,2176000,5,3.0,5.0,Semi-detached House (Intermediate),7000.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Melawati,2200000,5+1,6.0,3.0,4-sty Terrace/Link House (Intermediate),1540.0,Partly Furnished,Land area ,6,Terrace/Link House
Taman Melawati,2980000,5+1,7.0,3.0,Bungalow (Intermediate),5145.0,Partly Furnished,Land area ,6,Bungalow
Taman Melawati,5490000,5,6.0,4.0,Bungalow (Intermediate),10000.0,Partly Furnished,Land area ,5,Bungalow
Taman Melawati,2330000,5+2,7.0,3.0,Semi-detached House (Intermediate),3200.0,Partly Furnished,Land area ,7,Semi-detached House
Bangsar,2500000,4+1,5.0,2.0,Semi-detached House (Intermediate),2240.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Melawati,1790000,4+1,5.0,3.0,3-sty Terrace/Link House (Intermediate),4000.0,Partly Furnished,Land area ,5,Terrace/Link House
Taman Melawati,2600000,5,4.0,5.0,Bungalow (Corner),8000.0,Partly Furnished,Land area ,5,Bungalow
Taman Melawati,1800000,5+1,7.0,3.0,Semi-detached House (Intermediate),3600.0,Unfurnished,Land area ,6,Semi-detached House
Damansara Heights,4190000,6,5.0,3.0,Bungalow (Intermediate),6113.0,Partly Furnished,Land area ,6,Bungalow
Taman Melawati,3530000,6+1,7.0,3.0,Bungalow (Intermediate),4876.0,Partly Furnished,Land area ,7,Bungalow
Taman Melawati,3730000,6+1,7.0,3.0,Bungalow (Corner),5300.0,Partly Furnished,Land area ,7,Bungalow
Taman Melawati,3000000,5,3.0,3.0,Semi-detached House (Corner),10500.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Melawati,2250000,5,5.0,3.0,Semi-detached House (Intermediate),3595.0,Partly Furnished,Land area ,5,Semi-detached House
Setapak,1900000,5+1,6.0,4.0,3-sty Terrace/Link House (EndLot),2460.0,Fully Furnished,Land area ,6,Terrace/Link House
Setapak,1400000,5+1,6.0,4.0,3-sty Terrace/Link House (Intermediate),1640.0,Unfurnished,Land area ,6,Terrace/Link House
Taman Melawati,6430000,6+1,7.0,6.0,Bungalow (Corner),13003.0,Fully Furnished,Land area ,7,Bungalow
Taman Melawati,2190000,5,5.0,4.0,Semi-detached House (Corner),4305.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Melawati,2300000,5+1,4.0,4.0,Bungalow (Intermediate),3821.0,Partly Furnished,Land area ,6,Bungalow
Setapak,1500000,5+1,6.0,4.0,3-sty Terrace/Link House (Intermediate),1640.0,Unfurnished,Land area ,6,Terrace/Link House
Bangsar,4950000,4+1,4.0,3.0,Bungalow (Intermediate),6609.0,Partly Furnished,Land area ,5,Bungalow
Oug,4600000,6+1,5.0,5.0,Bungalow,10000.0,Fully Furnished,Land area ,7,Bungalow
Cheras,535000,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,535000,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,535000,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,535000,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,579964,Studio,1.0,1.0,Serviced Residence (Intermediate),821.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,501433,Studio,1.0,1.0,Serviced Residence (Intermediate),596.0,Partly Furnished,Built-up ,1,Serviced Residence
Kuchai Lama,435000,2,2.0,2.0,Condominium (Intermediate),936.0,Unfurnished,Built-up ,2,Condominium
Pantai,5500000,4+1,5.0,3.0,Bungalow (Intermediate),9300.0,Fully Furnished,Land area ,5,Bungalow
Pantai,5000000,5,4.0,4.0,Bungalow,8300.0,Fully Furnished,Land area ,5,Bungalow
Damansara Heights,5500000,5+1,7.0,2.0,Semi-detached House (Intermediate),3400.0,Fully Furnished,Land area ,6,Semi-detached House
Cheras,2700000,5+1,6.0,4.0,Bungalow (Intermediate),5000.0,Partly Furnished,Land area ,6,Bungalow
Klcc,1300000,3,2.0,1.0,Serviced Residence (Intermediate),1259.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,1180000,2,2.0,1.0,Serviced Residence (Corner),1055.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,850000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1600.0,Partly Furnished,Land area ,4,Terrace/Link House
Cheras,230000,3,2.0,1.0,Apartment (Intermediate),800.0,Partly Furnished,Built-up ,3,Apartment
Ampang,750000,3,2.0,2.0,Serviced Residence,950.0,Fully Furnished,Built-up ,3,Serviced Residence
Ampang,620000,2,2.0,1.0,Serviced Residence (Corner),856.0,Partly Furnished,Built-up ,2,Serviced Residence
Ampang,1100000,3,3.0,2.0,Serviced Residence (Corner),1210.0,Fully Furnished,Built-up ,3,Serviced Residence
Taman Tun Dr Ismail,1150000,3,3.0,1.0,Serviced Residence (Corner),1313.0,Fully Furnished,Built-up ,3,Serviced Residence
Cheras,680000,3+1,2.0,2.0,Condominium (Intermediate),1460.0,Partly Furnished,Built-up ,4,Condominium
Cheras,680000,3+1,2.0,2.0,Condominium (Intermediate),1460.0,Partly Furnished,Built-up ,4,Condominium
Cheras,580000,3,3.0,1.0,Condominium (Corner),1376.0,Partly Furnished,Built-up ,3,Condominium
Cheras,410000,3,2.0,1.0,Condominium (Corner),966.0,Partly Furnished,Built-up ,3,Condominium
Wangsa Maju,570000,3+1,2.0,1.0,Serviced Residence (Corner),850.0,Partly Furnished,Built-up ,4,Serviced Residence
Mont Kiara,1060000,1,1.0,1.0,Serviced Residence,1169.0,Partly Furnished,Built-up ,1,Serviced Residence
Mont Kiara,2500000,3,4.0,3.0,Serviced Residence,2304.0,Partly Furnished,Built-up ,3,Serviced Residence
Bukit Jalil,500000,3,3.0,2.0,Condominium,1023.0,Unknown,Built-up ,3,Condominium
Taman Tun Dr Ismail,900000,3,2.0,1.0,Condominium (Corner),1474.0,Partly Furnished,Built-up ,3,Condominium
Taman Tun Dr Ismail,800000,3,2.0,1.0,Condominium (Intermediate),1350.0,Fully Furnished,Built-up ,3,Condominium
Klcc,1220000,3+1,2.0,1.0,Condominium (Corner),1432.0,Fully Furnished,Built-up ,4,Condominium
Dutamas,468000,3+1,3.0,1.0,Condominium (Corner),1432.0,Partly Furnished,Built-up ,4,Condominium
Sentul,430000,3,2.0,1.0,Condominium (Intermediate),1130.0,Partly Furnished,Built-up ,3,Condominium
Dutamas,558000,3,3.0,1.0,Condominium (Intermediate),1496.0,Partly Furnished,Built-up ,3,Condominium
Jalan Sultan Ismail,739000,2,2.0,1.0,Serviced Residence,862.0,Fully Furnished,Built-up ,2,Serviced Residence
Jalan Ipoh,750000,3+1,3.0,2.0,Condominium (Corner),1275.0,Partly Furnished,Built-up ,4,Condominium
Taman Desa,2600000,5,4.0,4.0,Semi-detached House (Intermediate),3821.0,Fully Furnished,Land area ,5,Semi-detached House
Kl Sentral,2100000,2,2.0,1.0,Serviced Residence (Corner),1625.0,Fully Furnished,Built-up ,2,Serviced Residence
Kl Sentral,2330000,3+1,4.0,2.0,Serviced Residence (Intermediate),1787.0,Partly Furnished,Built-up ,4,Serviced Residence
Taman Desa,430000,1,1.0,1.0,Serviced Residence,578.0,Fully Furnished,Built-up ,1,Serviced Residence
City Centre,695000,3+1,3.0,1.0,Condominium (Intermediate),1313.0,Fully Furnished,Built-up ,4,Condominium
Kl Sentral,1790000,2,2.0,1.0,Serviced Residence (Corner),1453.0,Partly Furnished,Built-up ,2,Serviced Residence
Kuchai Lama,580000,3,2.0,2.0,Condominium (Intermediate),986.0,Partly Furnished,Built-up ,3,Condominium
Bukit Jalil,380000,3,2.0,1.0,Apartment (Intermediate),820.0,Partly Furnished,Built-up ,3,Apartment
Setapak,275000,3,2.0,1.0,Condominium,850.0,Fully Furnished,Built-up ,3,Condominium
Klcc,4850000,4+1,6.0,2.0,Serviced Residence,3300.0,Fully Furnished,Built-up ,5,Serviced Residence
Klcc,23300000,6+1,5.0,3.0,Condominium,7200.0,Partly Furnished,Built-up ,7,Condominium
Wangsa Maju,510000,3+1,2.0,2.0,Serviced Residence,850.0,Partly Furnished,Built-up ,4,Serviced Residence
Cheras,535000,1,1.0,1.0,Serviced Residence (Duplex),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Ampang Hilir,565000,Studio,3.0,1.0,Serviced Residence (Intermediate),502.0,Fully Furnished,Built-up ,1,Serviced Residence
Klcc,2180000,3+1,3.0,2.0,Serviced Residence (Intermediate),1591.0,Fully Furnished,Built-up ,4,Serviced Residence
Bukit Jalil,630000,2,2.0,2.0,Serviced Residence,791.0,Unfurnished,Built-up ,2,Serviced Residence
Mont Kiara,1700000,3+1,5.0,2.0,Condominium (Corner),2025.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,2300000,4+1,5.0,2.0,Condominium (Corner),2498.0,Partly Furnished,Built-up ,5,Condominium
Mont Kiara,630000,1,1.0,1.0,Serviced Residence,743.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,513917,4,2.0,2.0,Condominium (Corner),1000.0,Partly Furnished,Built-up ,4,Condominium
Taman Tun Dr Ismail,1388000,2+1,2.0,1.0,Serviced Residence,1095.0,Fully Furnished,Built-up ,3,Serviced Residence
Mont Kiara,1690000,3+2,5.0,2.0,Condominium (Corner),2025.0,Partly Furnished,Built-up ,5,Condominium
Cheras,513917,4,2.0,2.0,Condominium (Corner),1000.0,Partly Furnished,Built-up ,4,Condominium
Cheras,450277,3,2.0,2.0,Condominium (Intermediate),850.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,1780000,3+2,4.0,2.0,Condominium (Penthouse),237.0,Partly Furnished,Built-up ,5,Condominium
Mont Kiara,2300000,5+1,5.0,4.0,Semi-detached House (Corner),1830.0,Partly Furnished,Land area ,6,Semi-detached House
Sri Petaling,1000000,3+1,5.0,3.0,Condominium (Intermediate),2024.0,Partly Furnished,Land area ,4,Condominium
Cheras,768000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Wangsa Maju,520000,3+1,2.0,2.0,Serviced Residence (Corner),850.0,Partly Furnished,Built-up ,4,Serviced Residence
Wangsa Maju,465000,3,2.0,1.0,Serviced Residence,770.0,Fully Furnished,Built-up ,3,Serviced Residence
Wangsa Maju,506000,3+1,2.0,2.0,Serviced Residence,850.0,Unfurnished,Built-up ,4,Serviced Residence
Wangsa Maju,480000,3,2.0,1.0,Serviced Residence (Intermediate),770.0,Fully Furnished,Built-up ,3,Serviced Residence
Sentul,638000,2,2.0,1.0,Condominium,1115.0,Partly Furnished,Built-up ,2,Condominium
Sentul,750000,3+1,3.0,3.0,Condominium,1345.0,Fully Furnished,Built-up ,4,Condominium
Sentul,770000,3+1,3.0,1.0,Condominium,1345.0,Fully Furnished,Built-up ,4,Condominium
Wangsa Maju,380000,3,2.0,2.0,Serviced Residence,800.0,Partly Furnished,Built-up ,3,Serviced Residence
Segambut,640000,3,3.0,2.0,Condominium (Intermediate),1019.0,Partly Furnished,Built-up ,3,Condominium
Segambut,695000,3+1,3.0,1.0,Condominium (Intermediate),1019.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,2819450,3+1,4.0,3.0,Condominium,3317.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,720000,3,2.0,1.0,Condominium,1208.0,Fully Furnished,Built-up ,3,Condominium
Mont Kiara,2819450,4+1,5.0,3.0,Condominium (Corner),3317.0,Partly Furnished,Built-up ,5,Condominium
Bangsar,3724850,4+1,4.0,3.0,Condominium,3239.0,Partly Furnished,Built-up ,5,Condominium
Segambut,700000,3+1,3.0,2.0,Condominium (Intermediate),1019.0,Fully Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),1280000,3+2,4.0,2.0,Condominium,2128.0,Partly Furnished,Built-up ,5,Condominium
Mont Kiara,3720340,4+2,5.0,3.0,Condominium,4537.0,Partly Furnished,Built-up ,6,Condominium
Mont Kiara,3200000,4+1,5.0,3.0,Condominium,3729.0,Partly Furnished,Built-up ,5,Condominium
Bangsar,8353600,4+1,5.0,4.0,Condominium,5221.0,Partly Furnished,Built-up ,5,Condominium
Segambut,629000,3,2.0,2.0,Condominium (Intermediate),1019.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,450000,3,2.0,1.0,Condominium (Corner),1249.0,Unfurnished,Built-up ,3,Condominium
Jalan Kuching,388000,3,2.0,1.0,Apartment,1151.0,Partly Furnished,Built-up ,3,Apartment
Bukit Jalil,530000,1+1,1.0,1.0,Serviced Residence,667.0,Partly Furnished,Built-up ,2,Serviced Residence
Taman Desa,455000,3,2.0,1.0,Condominium (Intermediate),945.0,Partly Furnished,Built-up ,3,Condominium
Taman Tun Dr Ismail,1550000,2+1,3.0,2.0,Serviced Residence,1445.0,Partly Furnished,Built-up ,3,Serviced Residence
Sentul,640000,4,3.0,1.0,Condominium (Corner),1412.0,Partly Furnished,Built-up ,4,Condominium
Taman Tun Dr Ismail,1790000,2+1,3.0,2.0,Serviced Residence (Corner),1445.0,Fully Furnished,Built-up ,3,Serviced Residence
Kuchai Lama,360000,2+1,2.0,1.0,Condominium,959.0,Unfurnished,Built-up ,3,Condominium
Bangsar,2800000,4+1,3.0,2.0,Semi-detached House (Intermediate),4800.0,Unfurnished,Land area ,5,Semi-detached House
Bangsar,2800000,4+1,3.0,2.0,Semi-detached House (Intermediate),4800.0,Unfurnished,Land area ,5,Semi-detached House
Klcc,4236750,2,2.0,2.0,Condominium (Corner),1345.0,Partly Furnished,Built-up ,2,Condominium
Jalan Klang Lama (Old Klang Road),380000,3,2.0,2.0,Serviced Residence,950.0,Partly Furnished,Built-up ,3,Serviced Residence
Bukit Jalil,650000,1+1,1.0,1.0,Serviced Residence (Intermediate),721.0,Partly Furnished,Built-up ,2,Serviced Residence
Jalan Klang Lama (Old Klang Road),450000,3,2.0,2.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up ,3,Serviced Residence
Bukit Jalil,845000,3+1,2.0,2.0,Serviced Residence (Intermediate),1025.0,Partly Furnished,Built-up ,4,Serviced Residence
City Centre,800000,1,2.0,1.0,Serviced Residence (Corner),943.0,Fully Furnished,Built-up ,1,Serviced Residence
Klcc,840000,2,1.0,1.0,Serviced Residence,866.0,Fully Furnished,Built-up ,2,Serviced Residence
Bukit Jalil,550000,3,2.0,2.0,Condominium,1069.0,Partly Furnished,Built-up ,3,Condominium
Bukit Jalil,520000,3,2.0,2.0,Condominium (Corner),1050.0,Fully Furnished,Built-up ,3,Condominium
Sungai Besi,600000,3,2.0,2.0,Condominium,1260.0,Unfurnished,Built-up ,3,Condominium
Cheras,950000,2,2.0,1.0,Serviced Residence,850.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,280000,3,2.0,1.0,Apartment,750.0,Partly Furnished,Built-up ,3,Apartment
Cheras,350000,3,2.0,1.0,Condominium,926.0,Partly Furnished,Built-up ,3,Condominium
Klcc,860000,2,1.0,1.0,Serviced Residence,713.0,Fully Furnished,Built-up ,2,Serviced Residence
Segambut,688000,3+1,3.0,2.0,Condominium,1643.0,Partly Furnished,Built-up ,4,Condominium
Kepong,520000,3,2.0,1.0,Condominium (Intermediate),930.0,Fully Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),1560000,6+1,5.0,4.0,Semi-detached House (EndLot),3885.0,Unknown,Land area ,7,Semi-detached House
Sungai Besi,538000,3,2.0,2.0,Condominium (Corner),1152.0,Partly Furnished,Built-up ,3,Condominium
Sungai Besi,540000,3,2.0,2.0,Condominium (Corner),1111.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,1600000,3+1,3.0,2.0,Condominium,2028.0,Fully Furnished,Built-up ,4,Condominium
City Centre,630000,3,3.0,1.0,Condominium,1300.0,Fully Furnished,Built-up ,3,Condominium
City Centre,560000,2+1,2.0,1.0,Condominium,1055.0,Fully Furnished,Built-up ,3,Condominium
City Centre,535000,2+1,2.0,1.0,Condominium,1050.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,1000000,3+1,3.0,2.0,Condominium,1412.0,Fully Furnished,Built-up ,4,Condominium
Mont Kiara,848000,3,2.0,1.0,Condominium,1226.0,Fully Furnished,Built-up ,3,Condominium
Segambut,450000,3,2.0,2.0,Apartment,1100.0,Unfurnished,Built-up ,3,Apartment
Segambut,400000,3,2.0,2.0,Apartment,1100.0,Unfurnished,Built-up ,3,Apartment
Cheras,1030000,2,2.0,1.0,Serviced Residence,850.0,Partly Furnished,Built-up ,2,Serviced Residence
Klcc,900000,1,1.0,1.0,Condominium,850.0,Fully Furnished,Built-up ,1,Condominium
Cheras,950000,4+1,4.0,2.0,Condominium,1672.0,Partly Furnished,Built-up ,5,Condominium
Cheras,1000000,2,2.0,1.0,Serviced Residence,850.0,Partly Furnished,Built-up ,2,Serviced Residence
Segambut,340000,3,2.0,1.0,Apartment,1142.0,Partly Furnished,Built-up ,3,Apartment
Cheras,1200000,4+1,4.0,5.0,Condominium,2059.0,Unfurnished,Built-up ,5,Condominium
Cheras,550000,3,2.0,2.0,1-sty Terrace/Link House,1173.0,Partly Furnished,Built-up ,3,Terrace/Link House
Bukit Jalil,288000,2,2.0,1.0,Apartment (Intermediate),878.0,Partly Furnished,Built-up ,2,Apartment
Klcc,1950000,2+1,2.0,1.0,Serviced Residence,1190.0,Fully Furnished,Built-up ,3,Serviced Residence
Kuchai Lama,610000,3+1,2.0,2.0,Condominium (Corner),1450.0,Fully Furnished,Built-up ,4,Condominium
Cheras,380000,3,2.0,1.0,Condominium (Corner),960.0,Fully Furnished,Built-up ,3,Condominium
Mont Kiara,550000,2,2.0,1.0,Condominium (Intermediate),931.0,Fully Furnished,Built-up ,2,Condominium
Mont Kiara,560000,2,2.0,1.0,Condominium (Intermediate),931.0,Fully Furnished,Built-up ,2,Condominium
Bukit Jalil,320000,3,2.0,1.0,Apartment (Intermediate),878.0,Partly Furnished,Built-up ,3,Apartment
Wangsa Maju,700000,3,2.0,2.0,Condominium (Intermediate),1152.0,Partly Furnished,Built-up ,3,Condominium
Setapak,670000,3+1,3.0,2.0,Condominium (Corner),1588.0,Partly Furnished,Built-up ,4,Condominium
Setapak,480000,3,2.0,1.0,Condominium (Intermediate),1102.0,Partly Furnished,Built-up ,3,Condominium
Wangsa Maju,763530,3,2.0,2.0,Condominium (Intermediate),1206.0,Partly Furnished,Built-up ,3,Condominium
Setapak,468000,3,2.0,2.0,Condominium (Intermediate),1280.0,Unfurnished,Built-up ,3,Condominium
Setapak,610000,3,2.0,2.0,Condominium (Corner),1500.0,Fully Furnished,Built-up ,3,Condominium
Wangsa Maju,628000,3,2.0,2.0,Condominium (Intermediate),991.0,Unfurnished,Built-up ,3,Condominium
Sentul,1138000,3,2.0,2.0,Condominium (Corner),1757.0,Fully Furnished,Built-up ,3,Condominium
Wangsa Maju,859096,2,2.0,2.0,Condominium (Intermediate),1033.0,Partly Furnished,Built-up ,2,Condominium
Wangsa Maju,1280000,5,3.0,2.0,3-sty Terrace/Link House (Intermediate),1500.0,Partly Furnished,Land area ,5,Terrace/Link House
Mont Kiara,1150000,3+1,3.0,3.0,Condominium (Corner),1574.0,Partly Furnished,Built-up ,4,Condominium
